,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구,00-06생활인구,06-11생활인구,11-14생활인구,14-17생활인구,17-21생활인구,21-24생활인구,월요일생활인구,화요일생활인구,수요일생활인구,목요일생활인구,금요일생활인구,토요일생활인구,일요일생활인구,평일생활인구,주말생활인구
599,1000896,2,골목상권,논현로115길,1495457,88693,332913,437803,278202,159715,198132,353609,336253,204892,197317,233575,169811,221821,222266,217059,222388,220688,199126,192109,1104222,391235
600,1000895,2,골목상권,논현로10길,376706,64977,47720,65380,70576,60910,67142,86903,77253,51317,49132,65951,46149,55063,55365,54290,54187,54536,51732,51532,273441,103264
601,1000894,2,골목상권,논현로106길,734795,34282,164699,223123,152505,79566,80620,136597,158565,117968,116450,126492,78723,112178,114077,109780,114269,111486,88797,84206,561790,173003
602,1000893,2,골목상권,남부순환로365길,1335345,288172,133819,200384,254101,192680,266190,354273,289309,164418,162965,203373,161009,187138,191775,195715,197968,196102,182499,184149,968698,366648
603,1000892,2,골목상권,개포로82길,85703,19162,8552,9250,15603,13229,19905,5586,15112,17065,19401,21733,6806,12088,12205,12618,12485,12698,12322,11285,62094,23607
604,1000891,2,골목상권,개포로28길,349170,69634,44621,47685,62262,59838,65131,100576,71598,39354,39773,52999,44869,50811,50350,49820,49562,50623,48807,49198,251166,98005
605,1000890,2,골목상권,개포로20길,420170,58530,58455,81149,79110,71023,71903,95782,85455,58347,56665,72392,51527,63037,62553,62529,61900,62304,54267,53577,312323,107844
606,1000889,2,골목상권,개포로17길,753364,97129,104911,133434,133677,125687,158527,200468,154881,92712,93292,116892,95119,111746,112209,109364,111760,110860,98440,98986,555939,197426
607,1000888,2,골목상권,강남대로140길,503815,32853,99038,119913,102762,65319,83932,113487,105264,74032,75401,80685,54947,79070,80058,75864,78869,78583,59796,51576,392444,111372
608,1000887,2,골목상권,강남대로136길,321110,21072,63043,78896,65066,41807,51225,59393,68310,53689,55016,54593,30108,50432,51303,48746,51001,50256,36607,32765,251738,69372
609,1000886,2,골목상권,강남대로118길,483666,39676,112589,129104,85406,47818,69072,136020,104464,54958,54880,72896,60446,69555,69534,69795,69030,69534,68522,67695,347448,136217
610,1000885,2,골목상권,서초중앙로8길,739256,127441,98235,131559,143179,96692,142150,168790,162437,102892,102402,119202,83533,110129,110226,107306,108396,108483,98858,95858,544540,194716
611,1000884,2,골목상권,방배중앙로21길,616316,134093,72900,78521,113519,89350,127930,167571,125972,73864,72189,97194,79527,88963,89789,88750,88513,88613,86553,85135,444628,171688
612,1000883,2,골목상권,효령로72길,546277,102088,69429,95985,108312,73913,96553,120362,119331,81837,77688,87176,59885,82412,83106,81398,82795,82075,68175,66320,411786,134495
613,1000882,2,골목상권,효령로34길,276968,41941,36741,48595,44351,41593,63747,67305,60865,36108,34910,44734,33044,40059,40714,39112,40506,40073,38854,37649,200464,76503
614,1000881,2,골목상권,효령로31길,316672,50018,52307,61067,54171,40361,58747,74925,64257,41596,41619,56179,38097,47422,47220,46252,47505,47233,41939,39101,235632,81040
615,1000880,2,골목상권,효령로23길,1043597,169466,154316,186987,178438,139218,215172,305348,222271,115655,111594,154506,134220,152488,153127,151470,152344,151038,143303,139828,760467,283131
616,1000879,2,골목상권,청두곶길,946265,162952,122798,151648,142841,125864,240163,285215,197840,100608,97493,140223,124886,134433,133944,134158,133804,136324,136594,137007,672663,273601
617,1000878,2,골목상권,주흥길,1082903,120823,212395,262391,208519,124234,154543,382327,244729,100960,88307,124003,142577,156241,155649,155194,154639,154080,152500,154602,775803,307102
618,1000877,2,골목상권,주흥15길,649026,56490,131193,160304,122727,79660,98651,180770,137052,75557,75195,97018,83433,93850,94378,92266,93450,93697,91333,90053,467641,181386
619,1000876,2,골목상권,언남길,439728,71302,66418,105024,82480,57674,56832,111149,95922,60833,58465,64020,49341,67537,67533,65354,68215,66874,52370,51845,335513,104215
620,1000875,2,골목상권,신반포로45길,599703,58322,104365,145242,117800,79985,93990,135506,126849,85718,86702,98987,65941,91567,91299,89259,92352,90334,75551,69339,454811,144890
621,1000874,2,골목상권,서초대로8길,412628,79131,54982,66095,66357,56880,89182,123206,89560,44367,41778,57871,55847,60281,59758,58935,59461,58610,56842,58739,297045,115581
622,1000873,2,골목상권,서초대로64길,546648,107806,69975,91047,109287,78365,90170,147024,120406,68046,64174,79904,67095,80957,81139,79519,80873,80163,72924,71072,402651,143996
623,1000872,2,골목상권,서초대로4길,492918,88650,67793,82476,78858,65913,109228,123120,104945,62771,64438,80064,57581,71682,70971,70531,70342,70747,68619,70026,354273,138645
624,1000871,2,골목상권,서초대로25길,382659,59968,51695,62227,69956,58354,80458,92065,78464,51068,51112,65143,44808,55963,55675,55375,56018,56026,52603,50998,279057,103601
625,1000870,2,골목상권,서초대로23길,414054,65078,57697,72068,78907,58804,81499,117430,86369,48161,46849,62638,52606,60495,60790,59814,60427,61094,56926,54508,302620,111434
626,1000869,2,골목상권,서초대로15길,550708,100307,70708,89609,105416,76551,108118,166401,110751,57361,55347,81509,79341,79781,79747,79542,79833,79579,76077,76150,398482,152227
627,1000868,2,골목상권,사평대로57길,435031,22495,102249,115340,80958,52544,61445,99524,91176,61511,61829,73558,47436,64794,65350,63474,64675,65471,58822,52444,323764,111266
628,1000867,2,골목상권,사평대로26길,201076,39758,21238,27020,39308,28569,45183,44388,40003,28248,28345,36657,23435,29137,29247,29040,29225,29183,28328,26915,145832,55243
629,1000866,2,골목상권,사평대로22길,506921,123748,51202,58935,105529,69137,98371,140512,109385,63169,62949,75983,54925,73183,73428,73243,73267,72395,72375,69033,365516,141408
630,1000865,2,골목상권,사임당로17길,581324,92757,92768,107405,102933,82873,102590,118671,118917,86865,88275,103604,64993,87695,88257,85813,88275,87121,74236,69928,437161,144164
631,1000864,2,골목상권,방배로42길,305035,65906,28441,39788,56057,44447,70395,56123,63052,45268,46831,59169,34592,43990,44046,43129,44168,44039,43546,42116,219372,85662
632,1000863,2,골목상권,방배로35길,605415,121488,67487,84593,116332,87483,128035,113575,117838,85146,92966,123734,72157,85388,86159,85859,86551,86576,87907,86976,430533,174883
633,1000862,2,골목상권,방배로18길,555589,89392,78307,100204,92689,72002,122996,148236,117944,67570,66545,87408,67889,80104,79831,79619,80292,80513,77783,77447,400359,155230
634,1000861,2,골목상권,반포대로9길,443278,105497,55225,68183,83529,55046,75799,117529,98707,55730,53558,64984,52770,65867,65946,63931,65655,65025,58123,58732,326424,116855
635,1000860,2,골목상권,바우뫼로39길,662993,76872,102983,149248,114601,87266,132024,171793,143939,84596,83035,101479,78151,98264,100572,96059,100892,97924,84076,85207,493711,169283
636,1000859,2,골목상권,마방로2길,469495,51212,69386,106555,89114,70213,83017,74740,102447,77218,77438,90716,46938,71471,72968,70150,73528,73308,56145,51927,361425,108072
637,1000858,2,골목상권,방배천로4안길,183080,22466,29461,30789,27738,26750,45875,36106,37167,26603,27241,36194,19767,25879,25968,25638,25598,26405,27023,26567,129488,53590
638,1000857,2,골목상권,동산로19길,656569,86188,91840,151642,125617,94741,106543,164671,135478,81293,78487,107971,88669,97416,97059,94119,96820,96049,87348,87759,481463,175107
639,1000856,2,골목상권,동산로10길,575494,102286,68577,130514,100162,79413,94540,152306,116926,65406,68496,94367,77992,84906,83809,83511,83148,82786,79023,78310,418160,157333
640,1000855,2,골목상권,동광로39길,585277,118816,57247,79016,119703,81315,129179,156573,122183,69537,66576,92325,78083,84957,84793,83802,84326,84303,82266,80832,422181,163098
641,1000854,2,골목상권,동광로1길,743237,135503,87690,100568,143067,115218,161191,212613,155164,81829,79645,116669,97319,106563,106300,107060,106279,106403,105602,105033,532605,210635
642,1000853,2,골목상권,동광로12길,737103,155507,89254,98558,129600,106133,158049,180117,150234,94537,97205,126646,88364,106870,106507,105959,106419,106549,103020,101778,532304,204798
643,1000852,2,골목상권,논현로27길,485099,44329,69992,114296,104146,69884,82451,88387,103286,76399,76897,87744,52384,75889,73210,71134,74535,74403,57909,58021,369171,115930
644,1000851,2,골목상권,논현로1길,333941,55822,43426,73152,61597,45360,54583,90466,71766,39128,38503,51140,42936,48028,47810,47577,47996,47407,46928,48196,238818,95124
645,1000850,2,골목상권,남부순환로339길,518315,70025,65490,110223,108658,72133,91785,82623,115538,92023,90940,89630,47562,82146,82408,78914,82759,81152,58346,52588,407379,110934
646,1000849,2,골목상권,남부순환로325길,767806,89580,123762,155101,143565,115229,140569,125965,169861,126707,124333,142691,78250,114505,117150,113750,117635,118008,98958,87803,581048,186761
647,1000848,2,골목상권,남부순환로317길,488555,92198,72352,85467,97643,63698,77196,90340,102070,80719,82211,85282,47933,72844,74862,73169,74975,74979,60873,56852,370829,117725
648,1000847,2,골목상권,고무래로8길,1515210,397860,137748,224733,307076,190330,257464,235323,289317,232573,261851,333244,162904,222544,225225,221895,225909,228087,208953,182596,1123660,391549
649,1000846,2,골목상권,강남대로8길,1295962,132526,185734,299176,252911,191772,233844,374082,287927,157127,148714,174008,154104,194379,194027,191019,191998,192785,169383,162370,964208,331753
650,1000845,2,골목상권,강남대로34길,738822,73774,114023,170123,123979,96442,160482,185752,151268,95804,94843,123534,87621,110230,110967,108838,111130,110518,95475,91665,551683,187140
651,1000844,2,골목상권,강남대로23길,299990,27452,46706,67262,61433,43444,53694,35323,64036,57800,61228,57349,24255,48321,48141,46915,48099,44907,31709,31898,236383,63607
652,1000843,2,골목상권,소담길,781835,96327,156946,146323,108178,103334,170729,204586,158831,88940,90877,134191,104410,108769,109050,109373,108452,109038,116231,120920,544682,237151
653,1000842,2,골목상권,원신길,325918,38759,52953,47005,52417,46044,88742,90826,64976,37047,35863,52755,44452,46941,46440,46397,46702,46196,46526,46714,232676,93240
654,1000841,2,골목상권,양지길,373978,34087,74525,55997,53794,55938,99636,117369,77321,37175,35692,53639,52782,53236,53123,53557,52831,52847,53671,54713,265594,108384
655,1000840,2,골목상권,양산길,229860,17447,47817,41460,32336,34823,55977,58815,44425,26519,27175,40970,31957,32363,32403,32615,31882,32258,33783,34553,161521,68336
656,1000839,2,골목상권,호암로24길,1832979,110425,652575,392626,247000,175544,254811,403665,350510,238152,247015,353371,240267,262544,265559,267620,264757,264477,260180,247843,1324957,508023
657,1000838,2,골목상권,호암로20길,1572760,86420,475708,353448,256673,167547,232963,428794,318511,174397,176674,258944,215439,223491,222218,225519,222428,221422,226716,230966,1115078,457682
658,1000837,2,골목상권,행운길,1374885,139474,385643,325163,167936,133333,223336,405663,288481,147652,138779,205488,188821,194705,194568,197049,194528,194717,200617,198704,975567,399321
659,1000836,2,골목상권,행운1길,812263,78990,223155,163542,106360,88611,151607,245437,168500,86772,84326,121879,105350,113562,112864,113733,112195,112906,122218,124786,565260,247004
660,1000835,2,골목상권,청림3길,1322076,226641,138539,200901,227772,176952,351271,361144,268576,143967,148768,220850,178772,181572,182484,184417,181284,182219,201259,208842,911976,410101
661,1000834,2,골목상권,청룡길,790045,71769,249175,156739,90563,84770,137028,238218,164700,79241,75635,120298,111953,108901,109458,111299,110117,110140,118501,121628,549915,240129
662,1000833,2,골목상권,청룡8길,704057,66300,183035,124374,87293,86531,156527,184741,138072,79561,81438,123769,96477,99810,100507,100677,100432,99941,101875,100814,501367,202689
663,1000832,2,골목상권,중앙길,1483407,178554,345742,282114,199674,178478,298844,398342,303899,165349,169519,251941,194357,204604,205632,208075,205621,206572,224805,228097,1030504,452902
664,1000831,2,골목상권,조원중앙로2길,926909,109542,170640,153852,135050,146827,210998,306830,190483,89021,84841,126395,129338,131360,131458,131647,131047,131235,134489,135671,656747,270160
665,1000830,2,골목상권,조원로18길,395952,37793,90835,78092,57038,54215,77981,97792,78413,46316,47472,71780,54181,55109,54791,55692,54996,55255,59400,60709,275843,120109
666,1000829,2,골목상권,조원로10길,770725,42197,164513,183450,137987,113551,129027,158477,157264,107267,110716,147297,89702,114660,116032,113360,115806,114542,100165,96159,574400,196324
667,1000828,2,골목상권,장군봉2길,480443,42092,119776,88539,69362,56489,104187,146965,103701,51050,48622,67971,62135,69117,68399,68884,68397,68098,68844,68707,342895,137551
668,1000827,2,골목상권,장군봉1길,418266,39335,102939,70969,54808,54254,95961,95574,85031,51202,52836,78827,54794,60620,61006,60446,60475,60012,58485,57223,302559,115708
669,1000826,2,골목상권,인헌길,939518,127445,165153,176111,139330,125894,205586,258002,183674,97542,101793,160094,138414,131987,130092,131626,128007,128464,142120,147223,650176,289343
670,1000825,2,골목상권,은천로25길,593176,120121,69551,91278,101344,76354,134530,150248,114296,68416,72627,108541,79048,81927,80491,81259,80505,81152,92385,95459,405334,187844
671,1000824,2,골목상권,양녕로6길,1349919,132938,346882,283837,167511,152199,266551,454025,283812,121284,115987,184706,190106,188384,188557,190196,188491,188509,200469,205314,944137,405783
672,1000823,2,골목상권,신원로3길,924491,63545,233431,180698,127344,119207,200266,209914,179478,107499,117362,179238,131002,125562,124648,128354,126039,126233,144436,149220,630836,293656
673,1000822,2,골목상권,신사로20길,967299,89132,218321,180547,133085,123132,223084,293087,219605,96616,92901,141208,123882,134288,134816,135460,133379,132786,143192,153378,670729,296570
674,1000821,2,골목상권,신림로65길,1177233,50127,501263,292776,128818,88772,115477,310668,229000,124167,130302,216491,166604,161305,163625,167370,162957,163545,180350,178083,818802,358433
675,1000820,2,골목상권,신림로64길,419570,20802,139770,93946,54619,45129,65302,108769,85064,49718,49950,70394,55673,58850,58705,59771,59959,59372,62272,60640,296657,122912
676,1000819,2,골목상권,신림로48길,475509,47098,115604,95697,55286,59596,102229,128901,102713,51973,51717,75790,64414,66347,65612,66767,66086,65120,71969,73608,329932,145577
677,1000818,2,골목상권,신림로38길,530654,50479,112380,108201,75176,65702,118718,156831,115505,54110,54761,78195,71251,73338,72814,74361,72291,72361,80903,84586,365165,165489
678,1000817,2,골목상권,신림로28길,838861,64620,241882,168552,110778,101702,151326,248297,174922,89330,88221,126664,111428,118476,119186,119430,118417,117979,122953,122420,593488,245373
679,1000816,2,골목상권,신림로11길,915298,83487,259687,196153,124938,102045,148986,287339,194144,95163,87021,128519,123110,128729,128678,129933,128840,127747,133380,137990,643927,271370
680,1000815,2,골목상권,신림동길,1225025,66520,479162,298660,143739,100056,136886,369202,260001,121026,117599,188464,168734,168748,169647,171750,171109,170499,184295,188979,851753,373274
681,1000814,2,골목상권,승방길,717456,79674,130324,133277,96038,110113,168031,228174,154057,69818,66444,102233,96728,100591,100428,101137,99335,98243,106519,111205,499734,217724
682,1000813,2,골목상권,서림7길,979480,90853,327935,207808,129423,89795,133665,300981,211304,103132,99032,137504,127529,137470,135712,137612,135532,133043,146473,153640,679369,300113
683,1000812,2,골목상권,봉천로33길,808592,93086,141003,139485,128084,105314,201620,228835,172449,89434,87095,128581,102197,112152,111530,112970,112755,113240,121870,124075,562647,245945
684,1000811,2,골목상권,봉천로13길,511009,74796,86773,91226,78327,63181,116703,172978,111613,49815,43625,63401,69577,72046,72591,72608,70765,71079,73903,78014,359089,151917
685,1000810,2,골목상권,복은길,725705,65064,163442,146893,106562,93606,150138,234233,149740,67747,64668,104831,104484,100510,100819,102647,100099,100395,108268,112967,504470,221235
686,1000809,2,골목상권,법원단지길,438462,70167,57419,56274,68405,69288,116908,103906,80858,48449,52537,85624,67089,62567,61926,62103,61254,61975,63923,64716,309825,128639
687,1000808,2,골목상권,법원단지9길,1267293,213442,182377,166312,178377,197537,329248,417713,274112,120191,113999,166330,174946,176286,176120,177250,175571,175770,188432,197864,880997,386296
688,1000807,2,골목상권,미성5길,750920,134468,104987,109287,117845,110099,174235,237866,151907,74995,72144,111278,102731,106044,104879,105504,104313,105260,110383,114536,526000,224919
689,1000806,2,골목상권,대학길,656703,37883,201250,147583,101389,68250,100347,177531,136228,73821,73865,107887,87374,91620,91653,93125,92395,92079,96518,99314,460872,195832
690,1000805,2,골목상권,대학14길,673983,60048,152778,138656,114435,90107,117960,206718,143023,72134,67267,96835,88005,95351,92700,93130,92473,91843,101578,106909,465497,208487
691,1000804,2,골목상권,당곡길,486807,45089,93642,93109,80377,63194,111396,127445,100020,58669,58019,80598,62056,70313,70123,69367,69424,68871,68845,69864,348098,138709
692,1000803,2,골목상권,남현길,1232066,167502,218246,219882,166618,160983,298836,333813,246529,134037,138206,210172,169308,170582,170468,173672,172550,172596,184442,187756,859868,372198
693,1000802,2,골목상권,남현3길,780257,81427,158368,151247,110187,105695,173337,208859,155559,82302,82598,138307,112633,108568,109036,109709,108640,110451,116535,117319,546404,233854
694,1000801,2,골목상권,남현2길,834686,94793,155591,161250,113089,117867,192096,200348,168763,101463,103864,147856,112394,117990,118462,119425,116942,118689,121689,121491,591508,243180
695,1000800,2,골목상권,남부순환로248길,475426,54677,102014,106514,61600,58402,92220,133046,101975,53603,50863,74185,61754,66291,66464,67109,65259,66343,69970,73988,331466,143958
696,1000799,2,골목상권,남부순환로234길,736990,90739,206399,142086,94901,79897,122965,196869,153838,86716,83452,123362,92753,103488,103266,104860,104342,103333,107525,110176,519289,217701
697,1000798,2,골목상권,남부순환로172길,656098,68593,158180,122649,87284,88038,131353,168162,136603,77312,78367,110172,85482,92509,92711,93059,92323,92661,95995,96840,463263,192835
698,1000797,2,골목상권,남부순환로161길,513412,52588,116470,92011,69037,70609,112700,150314,106857,55046,53939,77957,69299,72511,72232,72553,72524,72014,74800,76777,361834,151577
699,1000796,2,골목상권,남부순환로151길,1151651,102539,265431,225986,165022,165422,227251,342143,226974,119945,119720,181046,161822,161709,162269,164207,162375,162884,169836,168369,813444,338205
700,1000795,2,골목상권,남부순환로142길,446106,66872,83280,79645,70720,58918,86672,139600,92868,45272,44181,63722,60461,63189,62370,62431,61634,61640,66713,68129,311264,134842
701,1000794,2,골목상권,난향길,298600,47578,35308,35398,51997,48279,80039,83312,60274,34412,31662,47316,41624,42826,42853,42557,42600,42485,41911,43367,213321,85278
702,1000793,2,골목상권,난우길,665106,125240,88857,85751,104842,98280,162136,167603,139256,77734,81050,112683,86782,93626,93986,94886,93201,92877,97233,99299,468576,196532
703,1000792,2,골목상권,난곡로74길,727362,49772,180557,149652,98461,98378,150541,190007,143019,71373,76643,129551,116767,105103,104391,104471,104100,104979,102436,101884,523044,204320
704,1000791,2,골목상권,난곡로34길,527159,77079,70671,71934,81172,84932,141368,120012,99618,62103,68364,101293,75771,75802,74934,74980,74650,74852,76033,75907,375218,151940
705,1000790,2,골목상권,난곡로26길,810295,136768,113447,114307,118060,122448,205266,218601,169597,91897,88729,130472,110999,113910,113547,114161,113741,112959,118772,123204,568318,241976
706,1000789,2,골목상권,난곡로24길,462559,71130,60106,63697,70644,71543,125439,148337,98982,47050,42072,63453,62663,65523,64861,65778,65742,65019,66759,68875,326923,135634
707,1000788,2,골목상권,낙성대역길,1402717,140158,392733,312195,186590,132753,238287,356810,295182,157545,158311,245724,189148,200644,198231,200032,201219,199082,200400,203109,999208,403509
708,1000787,2,골목상권,국회단지길,1322455,205449,203770,230286,207765,176799,298386,428295,278857,130425,124539,179677,180664,185632,183065,186596,180745,181595,197567,207254,917633,404821
709,1000786,2,골목상권,구암길,595126,136364,54806,76928,104151,81150,141729,134552,122148,76286,78834,109678,73630,83232,83152,82884,83535,82768,88000,91555,415571,179555
710,1000785,2,골목상권,관천로22길,803727,70356,189524,180014,113972,93557,156305,241094,169543,83306,81794,119887,108103,111945,113126,114642,112094,111592,117685,122643,563399,240328
711,1000784,2,골목상권,관천로15길,1084188,111050,251589,199562,145917,135242,240829,357663,244120,103088,94383,142624,142312,152728,152672,153589,151275,150921,158462,164542,761185,323004
712,1000783,2,골목상권,관악로30길,592636,86385,67171,106389,102611,81355,148726,129686,120949,76247,85222,110704,69828,82194,81969,83089,82230,82559,88716,91878,412041,180594
713,1000782,2,골목상권,관악로28길,740280,146441,91843,111419,118042,99528,173008,211483,157384,83201,79210,112143,96860,104916,104224,102516,106597,106224,106904,108900,524477,215804
714,1000781,2,골목상권,관악로14길,786792,77986,277916,155848,92858,78100,104084,151190,141375,98139,104778,183816,107493,106945,109251,111742,109878,113728,119296,115954,551544,235250
715,1000780,2,골목상권,관악로10길,1303567,172823,376925,259399,163095,141269,190057,333497,271500,153815,144102,228368,172285,179581,183176,185540,183159,186547,190985,194577,918003,385562
716,1000779,2,골목상권,흑석로9길,586677,76992,192669,77310,67492,59755,112459,189385,125559,61621,57751,77365,74998,84170,84831,85284,85050,84228,81638,81480,423563,163118
717,1000778,2,골목상권,흑석로13길,380005,49661,119615,51254,46531,44099,68846,86249,83301,50570,50146,63267,46472,55190,55220,55460,55401,54702,52139,51892,275973,104031
718,1000777,2,골목상권,장승배기로27길,759706,66142,215098,136368,87299,95431,159369,211068,165148,86923,85106,116552,94910,110500,111904,111593,112363,111303,103391,98652,557663,202043
719,1000776,2,골목상권,장승배기로19길,531472,41984,100768,87773,64770,88520,147658,167447,117063,55493,53019,73305,65145,74189,74330,75375,75522,74006,77953,80097,373422,158050
720,1000775,2,골목상권,장승배기로10길,252635,41638,35265,39553,40687,35594,59898,48513,47297,36979,40626,50766,28453,36234,36250,36008,36198,36258,37093,34594,180948,71687
721,1000774,2,골목상권,여의대방로46길,571322,99435,93237,88353,103330,79650,107317,91301,124218,88306,88145,112524,66829,83453,83927,83836,83858,86179,77162,72909,421253,150071
722,1000773,2,골목상권,여의대방로24길,585402,83491,101273,106516,96219,81511,116393,150848,117880,69713,69633,100071,77260,84369,84244,83638,84498,83737,82447,82469,420486,164916
723,1000772,2,골목상권,여의대방로22카길,546070,59477,104467,96584,87473,72841,125228,144805,113900,60932,63304,89461,73666,77584,77432,77635,77079,76186,79051,81101,385916,160152
724,1000771,2,골목상권,여의대방로22나길,355488,44533,57421,66453,59298,49112,78669,110350,78441,36639,34380,47439,48237,51333,51242,51056,50932,50261,49115,51548,254824,100663
725,1000770,2,골목상권,여의대방로22길,326262,42940,57718,54794,49594,45964,75254,100226,70241,34542,33187,46495,41571,45086,44627,45644,44384,44418,49462,52638,224159,102100
726,1000769,2,골목상권,양녕로26길,900076,181691,111423,151112,137334,113881,204637,225618,184345,101238,112747,158407,117723,124164,123636,123492,124703,122925,136971,144187,618920,281158
727,1000768,2,골목상권,신대방길,458516,39374,78047,81415,69111,82282,108287,142742,95579,45907,44040,66923,63324,63752,63513,64005,63291,63796,67870,72289,318357,140159
728,1000767,2,골목상권,성대로29길,490764,80772,66601,82456,72425,68077,120433,156136,105275,49472,44808,67951,67121,69540,69404,69519,69100,68799,70607,73794,346362,144401
729,1000766,2,골목상권,성대로1길,435905,58246,71147,71065,61187,59992,114269,113920,84094,50241,50898,76275,60478,61184,61039,61304,60912,61062,63767,66638,305501,130405
730,1000765,2,골목상권,서달로8가길,185602,24670,33985,26600,26438,27051,46858,37737,39068,26903,28097,32424,21373,27374,27419,27137,27576,27089,24871,24137,136595,49008
731,1000764,2,골목상권,서달로15길,142064,14378,38951,19658,19162,18928,30988,20793,28334,23099,24078,29115,16646,21664,21564,21149,21513,21162,18127,16885,107052,35012
732,1000763,2,골목상권,서달로14길,129187,18637,18610,18833,19062,18827,35220,23450,23379,17708,20215,28651,15783,18281,18132,18274,18004,18356,19591,18550,91047,38141
733,1000762,2,골목상권,서달로10길,1455284,224128,237203,207624,228482,212463,345385,407739,326134,170517,152671,207710,190515,211176,210297,208206,211733,210010,202137,201727,1051422,403864
734,1000761,2,골목상권,상도로62길,1330054,223784,297110,183777,186032,162045,277307,270129,255702,172254,189413,277906,164649,185325,182459,184629,186149,184573,204112,202805,923135,406917
735,1000760,2,골목상권,상도로61길,726010,124818,175234,124462,101022,72494,127978,214016,147101,80085,78809,112346,93654,101860,102606,101575,101336,101179,107137,110315,508556,217452
736,1000759,2,골목상권,상도로47길,670732,75818,201265,94530,79025,76178,143916,242040,142663,59151,53467,82252,91160,94023,94325,94991,94011,93793,98268,101322,471143,199590
737,1000758,2,골목상권,상도로37길,287939,34494,66421,43847,36310,37416,69452,86408,58418,30642,30768,44794,36911,39510,39984,39360,37969,41486,44840,44791,198309,89631
738,1000757,2,골목상권,상도로15길,1056618,142014,173947,178471,150806,147367,264014,240489,216531,128489,131504,198325,141282,150561,150098,150150,149118,149538,153770,153386,749465,307156
739,1000756,2,골목상권,사당로8길,771499,104278,114978,132625,122117,108775,188725,203333,157563,88474,87437,131250,103441,108885,109243,109483,108330,109266,113393,112896,545207,226289
740,1000755,2,골목상권,사당로30길,509812,53452,99871,100154,78543,69040,108752,121778,96704,64119,66547,96161,64503,72600,73504,73554,73531,73940,73168,69514,367129,142682
741,1000754,2,골목상권,사당로2차길,449332,78963,67803,76660,70910,58217,96777,123754,96304,51354,48551,69872,59498,64464,63893,64150,64162,63544,63771,65350,320213,129121
742,1000753,2,골목상권,사당로29길,426926,48566,69384,76656,63379,63499,105440,103673,84762,50343,53249,78521,56377,59854,59736,60349,59282,60614,63512,63580,299835,127092
743,1000752,2,골목상권,사당로26길,516899,47421,110506,118368,68786,64075,107743,177659,113435,48977,44766,64127,67934,71969,72289,72819,71867,71239,76606,80109,360183,156715
744,1000751,2,골목상권,사당로23나길,333335,59142,37321,58235,50622,43449,84566,72523,62396,41104,44529,67254,45530,45896,45940,46712,46144,45781,50932,51929,230473,102861
745,1000750,2,골목상권,사당로23길,578822,92251,64183,94804,92027,79808,155749,140125,120005,68520,72807,104736,72627,79667,79172,80405,78838,79283,89404,92052,397365,181456
746,1000749,2,골목상권,사당로20길,554357,63847,110521,111705,81282,69414,117587,185560,120781,52926,50029,72541,72518,76785,76911,77904,76336,76197,83374,86853,384133,170227
747,1000748,2,골목상권,사당로16길,1184608,177228,190948,202691,189517,152290,271935,356786,241210,119870,119787,184105,162849,164721,163409,165873,165478,165012,175897,184219,824493,360116
748,1000747,2,골목상권,사당로16가길,787556,107229,119649,135507,126971,103238,194964,225302,160883,82601,83320,127386,108064,110459,111342,112487,110745,111167,116007,115351,556200,231358
749,1000746,2,골목상권,만양로8길,1000251,119082,293644,202546,112642,99315,173022,272461,209755,116121,114613,163160,124139,140885,140696,140970,140297,141326,146591,149486,704174,296077
750,1000745,2,골목상권,만양로14길,348184,23997,130983,83411,32973,27925,48896,79091,71339,46438,46334,62335,42646,49542,49885,50163,49319,49619,49844,49811,248528,99655
751,1000744,2,골목상권,등용로14길,915191,95799,183209,167839,145631,127986,194728,265489,192672,97124,93039,139862,127006,130468,129294,129785,130553,130516,132342,132234,650616,264576
752,1000743,2,골목상권,동작대로7길,1104179,92289,239692,227709,153035,147119,244336,340524,218773,109284,110076,175375,150149,157383,157814,158891,156451,157573,160158,155910,788112,316068
753,1000742,2,골목상권,동작대로35길,692087,125237,76782,96021,109213,95971,188863,220310,154648,71594,64031,91807,89698,99464,97046,98096,96898,97039,100049,103495,488543,203544
754,1000741,2,골목상권,동작대로33길,928434,155111,108389,139051,136013,137029,252840,266804,197348,102268,94863,141396,125756,132275,131850,132030,131670,133054,133408,134148,660879,267556
755,1000740,2,골목상권,동작대로29길,296997,48319,32347,46849,43834,43685,81963,61616,54651,37890,42700,61395,38745,41250,40781,41121,40641,41494,45383,46326,205287,91709
756,1000739,2,골목상권,동작대로17길,581887,55576,114310,121407,91192,78812,120590,172572,118693,65766,62554,90319,71984,83988,84143,84076,85131,84972,81717,77860,422310,159577
757,1000738,2,골목상권,대방동2길,345658,48461,64145,64210,55330,47256,66256,109117,69292,33266,34069,52480,47436,48637,48383,48386,48416,48216,51809,51810,242038,103619
758,1000737,2,골목상권,대방동27길,634495,122086,111510,108932,100088,83345,108532,215400,134960,60651,52787,81641,89057,90459,89182,89389,90116,89865,91221,94263,449011,185484
759,1000736,2,골목상권,노량진로6길,953792,102275,179130,160411,126180,149228,236571,304772,210448,100161,92434,128452,117527,134418,134272,134422,134828,133458,139416,142978,671398,282394
