,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구,00-06생활인구,06-11생활인구,11-14생활인구,14-17생활인구,17-21생활인구,21-24생활인구,월요일생활인구,화요일생활인구,수요일생활인구,목요일생활인구,금요일생활인구,토요일생활인구,일요일생활인구,평일생활인구,주말생활인구
2344,1000646,1,골목상권,부일로15길,436732,105519,48144,48980,69198,66367,98525,122588,90357,47972,47698,70653,57464,61374,60512,61156,61031,61347,63671,67642,305420,131313
2345,1000645,1,골목상권,부일로11길,440271,85867,52737,57776,70236,69943,103714,138824,93567,44292,39987,62008,61592,62505,62496,62114,62435,62696,62996,65028,312246,128024
2346,1000644,1,골목상권,디지털로32길,582249,16618,146304,168934,113044,74011,63338,104869,119955,87847,89342,117833,62402,91365,94125,93756,90899,87170,66502,58432,457315,124934
2347,1000643,1,골목상권,디지털로32가길,400858,11218,111409,126386,74584,41335,35928,93305,88381,60088,57518,58556,43011,63497,64609,63730,62115,58569,44737,43603,312520,88340
2348,1000642,1,골목상권,디지털로27길,359906,16348,56638,82511,84156,56252,63999,69210,78161,61090,59715,57320,34408,58421,60670,59340,58147,54664,34528,34133,291242,68661
2349,1000641,1,골목상권,도림로6길,942498,86319,92818,160118,173486,160652,269104,233652,197262,106798,107491,175935,121361,133569,131349,130741,132013,133322,137942,143562,660994,281504
2350,1000640,1,골목상권,도림로12길,682827,92244,62621,131204,138266,88502,169990,207442,141481,68294,66304,106251,93051,97295,96036,95515,96170,97382,98860,101570,482398,200430
2351,1000639,1,골목상권,남부순환로97길,135880,24134,14632,19189,21651,19910,36363,18953,22751,18429,24193,35277,16277,18482,18068,18198,18199,18483,22367,22081,91430,44448
2352,1000638,1,골목상권,구로중앙로8길,1047967,120686,105278,161236,179887,200801,280077,283263,202187,113301,118612,181417,149185,148729,147407,146968,146779,147703,151987,158396,737586,310383
2353,1000637,1,골목상권,구로중앙로7길,260158,29382,23116,41725,45761,48266,71909,58320,47301,33463,36379,51601,33095,36829,36220,36274,36372,36840,38394,39229,182535,77623
2354,1000636,1,골목상권,구로중앙로42길,208233,39981,21978,32292,35952,32518,45514,39920,41813,31378,32120,39762,23239,29953,29699,29583,29648,30071,29994,29285,148954,59279
2355,1000635,1,골목상권,구로중앙로34길,507576,54774,68762,94719,82895,80873,125551,116045,101306,67066,68202,93250,61706,71414,70255,70638,70767,70711,75601,78192,353785,153793
2356,1000634,1,골목상권,구로중앙로28길,769607,90380,103958,142467,130749,126464,175589,248216,158459,78802,74972,105224,103934,110547,109759,109327,108952,108740,108631,113652,547325,222283
2357,1000633,1,골목상권,구로중앙로19길,357483,37191,49323,59613,65675,62630,83052,97032,74671,43404,41902,56728,43748,50450,50222,49998,50378,50787,51753,53896,251835,105649
2358,1000632,1,골목상권,구로동로8길,1544744,149745,171325,245207,282252,261930,434287,508121,312338,146264,145844,213906,218271,221081,218345,218139,220182,218041,221801,227157,1095788,448958
2359,1000631,1,골목상권,구로동로7길,679095,53903,78984,107618,126461,124841,187288,186017,143671,80341,77555,107663,83849,96524,95089,94832,95549,96558,97427,103114,478552,200541
2360,1000630,1,골목상권,구로동로42길,446339,46175,52703,70637,83727,80589,112507,122235,94191,53564,51855,69164,55330,63381,62293,62147,62409,63312,64737,68060,313542,132797
2361,1000629,1,골목상권,구로동로41길,1029310,92585,128026,168787,181530,196489,261892,264198,214723,122739,116580,172432,138638,148227,147140,146498,147812,146785,143380,149468,736462,292848
2362,1000628,1,골목상권,구로동로38길,560611,53637,68007,90197,102566,106542,139665,144725,121337,70109,72673,85890,65879,82297,82046,81824,82186,80890,74843,76526,409243,151369
2363,1000627,1,골목상권,구로동로28길,506974,41836,57273,70927,90222,94209,152506,140352,99396,57632,58849,84002,66741,70948,69993,70290,71081,71410,74349,78902,353722,153251
2364,1000626,1,골목상권,구로동로15길,296257,26390,34850,48575,55611,51519,79310,72781,62636,38504,38811,48803,34721,42873,41998,41975,41963,41665,41365,44418,210474,85783
2365,1000625,1,골목상권,공원로6가길,455046,47084,81194,96311,71838,65509,93110,94136,93128,63464,66120,87242,50956,66364,65955,66481,66002,65796,64125,60324,330598,124449
2366,1000624,1,골목상권,고척로52길,538121,82402,61214,78130,79936,86303,150134,178707,117499,52308,47196,69956,72456,76531,75258,74420,76101,75644,78418,81748,377954,160166
2367,1000623,1,골목상권,고척로27다길,676145,127586,83949,81311,99311,115641,168347,219533,143329,66930,59347,92189,94818,96482,94940,94698,95347,96273,97863,100545,477740,198408
2368,1000622,1,골목상권,고척로27길,1037593,179333,127121,141353,158492,177990,253305,277034,213274,118701,117978,173407,137199,145440,143170,143478,145206,145192,155274,159832,722486,315106
2369,1000621,1,골목상권,고척로21나길,868381,150400,102220,104100,128249,127622,255790,239901,181002,99660,97048,138744,112026,121118,118334,118908,119976,121617,130789,137640,599953,268429
2370,1000620,1,골목상권,경인로47길,431248,83990,64332,55922,65369,66376,95258,126113,91268,47348,44564,64831,57123,61136,61074,60815,61075,61200,62985,62963,305300,125948
2371,1000619,1,골목상권,경인로35길,700361,89883,84703,101989,99342,114079,210367,239293,137759,65385,64627,96793,96503,99862,97292,96470,97141,98729,103700,107167,489494,210867
2372,1000618,1,골목상권,경인로31길,341153,46095,39291,43060,50834,60462,101410,81683,66667,40117,42020,63867,46799,48155,47159,47361,47478,48057,50853,52089,238210,102942
2373,1000617,1,골목상권,경인로15길,795432,106193,115917,125172,125937,122110,200105,209302,161103,87874,88335,138398,110422,111237,110386,110184,110882,111664,118651,122432,554353,241083
2374,1000616,1,골목상권,개봉로3길,341583,67527,33444,43702,52682,50184,94044,91659,67712,38008,40342,58532,45330,47124,46470,46484,47001,47829,52469,54206,234908,106675
2375,1000615,1,골목상권,개봉로2길,415809,77590,45950,60652,60924,58734,111959,111379,86151,49129,49722,66964,52462,57411,56341,56356,57374,57591,63558,67176,285073,130734
2376,1000614,1,골목상권,개봉로23가길,652276,108526,78205,96784,101744,102545,164473,146793,132752,81453,83994,123333,83951,93141,93566,93489,92736,93024,94036,92285,465956,186321
2377,1000613,1,골목상권,개봉로20길,415337,84129,41912,56830,66950,54798,110718,107895,83264,46606,47237,73326,57008,59498,58718,58620,58593,59996,60335,59579,295425,119914
2378,1000612,1,골목상권,개봉로1길,408614,76959,43932,52611,63242,59503,112368,115374,86653,46177,45323,64183,50905,55918,55308,54478,55519,56907,63145,67340,278130,130485
2379,1000611,1,골목상권,개봉로17다길,462763,64082,58949,77418,68816,69390,124106,136774,96303,47786,45519,71543,64835,64849,64035,64133,64945,65512,68630,70657,323474,139287
2380,1000610,1,골목상권,개봉로17길,819911,146818,102776,118185,120395,122774,208962,261391,171687,79037,73708,117369,116718,115470,114255,112681,115193,116225,121076,125012,573824,246088
2381,1000609,1,골목상권,개봉로11길,424812,79086,44925,58074,61123,62751,118854,135451,86432,41689,39245,61317,60677,60136,59344,59358,59779,60347,61718,64131,298964,125849
2382,1000608,1,골목상권,화곡로64길,656536,79596,114650,152844,95178,81976,132292,185596,137564,76032,72706,99735,84903,93930,93889,93531,93037,92497,94544,95106,466884,189650
2383,1000607,1,골목상권,화곡로59길,640312,65163,109252,128753,107467,96818,132859,148812,138020,85835,85126,109491,73028,90832,91923,91345,91958,90559,92321,91375,456617,183696
2384,1000606,1,골목상권,화곡로44나길,1045042,116046,176893,186645,160914,147526,257018,325556,220194,108596,101436,147315,141944,148200,148605,147169,147631,147963,152194,153281,739568,305475
2385,1000605,1,골목상권,화곡로31길,745178,87381,114370,133825,116136,110964,182500,154957,151931,93439,100519,147209,97123,105469,105293,105391,104423,104445,111062,109094,525021,220156
2386,1000604,1,골목상권,화곡로20길,1040975,155909,146400,166952,160306,146820,264585,259790,217944,125672,123460,181771,132340,145494,143285,143322,144404,146875,157013,160585,723380,317598
2387,1000603,1,골목상권,화곡로13길,722589,116919,91736,113414,109515,103310,187695,187781,140822,82534,85655,127920,97875,100012,99334,99136,100207,100886,109650,113365,499575,223015
2388,1000602,1,골목상권,초원로16길,860044,131553,102214,118737,122637,138150,246754,236213,185046,99444,94857,134433,110054,121790,120688,119378,120355,120821,125948,131066,603032,257014
2389,1000601,1,골목상권,초록마을로8길,1189766,219604,159927,206274,191234,144058,268670,389599,252801,115305,104467,161700,165897,167744,165081,164346,166460,168243,175010,182883,831874,357893
2390,1000600,1,골목상권,초록마을로3길,1320308,197970,224837,241704,207816,162564,285420,380965,279312,143275,140603,203694,172457,184119,180716,180851,181237,181341,200856,211187,908264,412043
2391,1000599,1,골목상권,월정로20길,1147721,95986,222155,265997,165611,145437,252536,347062,248402,118211,114015,168159,151873,160342,157132,157176,158643,158707,173734,181987,792000,355721
2392,1000598,1,골목상권,우장산로6길,2010509,583109,204315,233278,368142,256304,365360,623681,425570,204549,188175,288053,280479,287449,291033,287703,289869,284550,284602,285303,1440604,569905
2393,1000597,1,골목상권,양천로73가길,699467,151675,72801,132104,138793,87907,116186,176658,135708,81484,83839,122589,99191,100090,99421,98901,98885,99056,101648,101467,496353,203115
2394,1000596,1,골목상권,양천로71길,1053233,287497,89724,179747,221896,112850,161518,305036,221078,113514,109005,162530,142072,148811,147252,146335,146597,144861,155029,164348,733856,319377
2395,1000595,1,골목상권,양천로49길,209163,22166,35227,51400,32503,29607,38262,62732,44236,23497,23297,29167,26234,30503,30554,30667,30456,29969,28438,28577,152149,57015
2396,1000594,1,골목상권,양천로26길,328460,59643,32674,66727,57328,44885,67202,104949,70512,32165,30601,44272,45959,46815,47009,47097,47216,47551,46229,46542,235688,92771
2397,1000593,1,골목상권,양천로24길,993262,176483,110478,162999,144893,141421,256988,274696,203363,110495,109866,160183,134658,142265,141760,141055,141039,140294,142729,144119,706413,286848
2398,1000592,1,골목상권,양천로24가길,787266,139488,75828,125543,111905,117928,216573,222241,157099,87256,86901,125992,107774,112715,112508,112492,111999,112995,112916,111640,562709,224556
2399,1000591,1,골목상권,양천로14길,632368,94885,77704,108079,95340,95913,160446,181077,131511,70471,68598,97830,82881,89596,88906,88410,88962,89476,92741,94276,445350,187017
2400,1000590,1,골목상권,방화대로6라길,630759,157601,67118,99593,108818,87452,110177,213795,131570,63712,59031,80338,82312,91022,90465,89575,89793,88684,89344,91874,449539,181218
2401,1000589,1,골목상권,방화대로21길,365605,47171,51496,60112,50661,54369,101793,89303,76273,46375,45738,62882,45034,51939,51362,51447,51100,51676,53360,54721,257524,108081
2402,1000588,1,골목상권,등촌로5길,338593,42280,44645,58989,55192,49674,87814,83817,65677,40398,42570,61643,44486,48184,47332,47103,47580,47998,50492,49902,238197,100394
2403,1000587,1,골목상권,등촌로55길,589309,79624,92651,124737,94043,77446,120807,208219,129524,55137,48028,68066,80337,84884,84260,84058,84335,84317,83024,84431,421854,167455
2404,1000586,1,골목상권,등촌로51길,324419,47686,45997,54728,52426,42945,80636,102757,68771,32326,29038,44592,46937,46324,46093,46051,46527,46367,45514,47543,231362,93057
2405,1000585,1,골목상권,등촌로39길,920272,174471,118049,154341,131402,127159,214850,265258,189064,98793,97222,142344,127590,130908,130081,130096,131100,129526,131761,136799,651711,268560
2406,1000584,1,골목상권,등촌로13길,870170,162479,106064,149778,146227,112632,192991,288334,193474,88735,77169,107548,114912,124245,122669,122977,123693,124417,124311,127858,618001,252169
2407,1000583,1,골목상권,남부순환로11길,909293,164135,120082,166529,136974,120870,200703,292107,193195,89385,85392,124510,124704,129986,128660,128297,128694,128763,130828,134066,644400,264894
2408,1000582,1,골목상권,까치산로4길,830839,135255,115936,156101,134865,104937,183743,260226,171325,82262,78901,121596,116528,117347,115755,116049,116297,117294,122447,125650,582742,248097
2409,1000581,1,골목상권,국회대로7길,568303,81208,68920,92830,93069,85349,146927,163153,112116,59363,59657,92099,81915,80952,80352,79971,80174,80615,83000,83239,402064,166239
2410,1000580,1,골목상권,공항대로8길,816802,144569,118481,137343,109304,114201,192905,257662,175032,81574,77000,114534,111001,116253,116227,115423,115436,115034,117559,120871,578373,238430
2411,1000579,1,골목상권,공항대로61길,709745,108938,97632,146533,125349,96118,135175,176302,144082,85405,88027,121227,94703,103608,103382,103628,102305,101933,98981,95910,514856,194891
2412,1000578,1,골목상권,공항대로59다길,898504,137393,120541,194865,162226,115945,167534,227309,183975,105343,109636,153806,118434,128646,128274,128056,127916,126982,128393,130238,639874,258631
2413,1000577,1,골목상권,공항대로59길,544710,73571,90228,114501,90072,70619,105718,131936,109814,68445,71574,95412,67530,77776,77194,77629,77412,76718,79805,78176,386729,157981
2414,1000576,1,골목상권,공항대로55길,535658,84856,80067,114938,84309,69157,102330,138768,110446,62148,61795,90853,71649,74812,75019,75182,74288,74482,79849,82027,373783,161876
2415,1000575,1,골목상권,공항대로42길,297797,52208,40155,46907,54028,44209,60290,57175,58728,44319,45340,57847,34389,42984,43360,43978,42817,42113,41982,40563,215252,82545
2416,1000574,1,골목상권,공항대로38길,203793,26298,36283,38487,37797,30018,34911,20988,38852,38176,40676,46876,18223,29925,30870,31503,30298,29058,27683,24455,151654,52138
2417,1000573,1,골목상권,곰달래로60길,482081,64819,61382,77395,80828,73583,124075,130312,96813,51960,52218,81717,69061,67865,67752,67301,67456,67739,72638,71332,338113,143970
2418,1000572,1,골목상권,곰달래로53길,855658,201322,89507,120323,135821,112421,196262,256915,176590,88827,86449,129415,117462,120646,118323,118617,119449,119968,126307,132347,597003,258654
2419,1000571,1,골목상권,곰달래로47길,763891,157507,88863,118717,116128,103147,179530,221491,158671,80899,79522,119218,104091,106516,105431,104627,106094,105824,114899,120502,528492,235401
2420,1000570,1,골목상권,곰달래로31길,825185,184596,107199,134843,138182,99371,160993,258141,176490,83612,76923,116412,113607,116954,116075,114501,116967,116227,119594,124867,580724,244461
2421,1000569,1,골목상권,곰달래로25길,543010,73880,83580,106422,87246,71062,120820,166597,103707,53425,57233,85510,76538,75493,75451,76343,76812,76423,80907,81582,380522,162489
2422,1000568,1,골목상권,개화동로25길,783426,95081,123418,127175,113870,123782,200103,237504,169728,85714,78166,110003,102312,112201,111751,111851,110812,111202,111094,114514,557817,225608
2423,1000567,1,골목상권,개화동로23길,971386,144494,123026,146322,136695,146431,274417,281475,212133,112366,104521,140538,120353,138474,137494,137434,136369,136388,139741,145484,686159,285225
2424,1000566,1,골목상권,강서로8길,1682427,263112,229413,339155,269547,233364,347835,405131,334917,201754,209706,301475,229446,234655,233939,235089,239481,239931,248623,250707,1183095,499330
2425,1000565,1,골목상권,강서로5라길,800463,122674,94049,134086,134501,113646,201507,240134,163823,84472,83011,120592,108432,113228,112950,112346,112796,114643,116277,118222,565963,234499
2426,1000564,1,골목상권,강서로5나길,2150385,156921,424407,504390,312876,283432,468359,683214,458065,213516,198670,304881,292039,301619,296227,295629,298368,298978,323859,335703,1490821,659562
2427,1000563,1,골목상권,강서로5가길,1538772,184931,284015,328610,246433,197821,296963,325124,282523,209408,229141,302316,190258,213275,212625,215323,218066,218484,231304,229696,1077773,461000
2428,1000562,1,골목상권,강서로47라길,780424,248204,93705,94013,125582,100649,118273,255400,178846,84866,67886,93299,100127,113183,113847,113382,114209,113227,105448,107129,567848,212577
2429,1000561,1,골목상권,강서로47길,1052781,312876,110020,121753,184582,140133,183417,273128,221093,127321,123899,172634,134706,151369,152885,152244,150942,150725,146971,147647,758165,294618
2430,1000560,1,골목상권,강서로45다길,835676,126191,105449,132453,122051,118634,230898,223931,168081,93090,94568,141044,114961,118073,116670,116691,117691,117954,124010,124586,587079,248596
2431,1000559,1,골목상권,강서로45길,564540,143478,58876,67918,93492,73286,127487,109413,110069,79052,80328,115078,70601,79813,81466,81669,80751,81240,82508,77093,404939,159601
2432,1000558,1,골목상권,강서로35길,679581,72603,101594,121298,100328,102436,181324,214798,145405,65900,62531,94965,95980,96836,96090,95828,95665,96516,98407,100239,480935,198646
2433,1000557,1,골목상권,강서로29길,656314,80367,109096,133331,100280,88890,144351,196410,130924,69794,68711,99867,90607,94063,93295,93534,93170,93811,94381,94061,467873,188442
2434,1000556,1,골목상권,강서로18길,1029051,156730,139808,170561,166557,142815,252579,285465,205126,108542,109949,172646,147321,144970,142689,142918,144027,144542,153493,156411,719146,309904
2435,1000555,1,골목상권,강서로17가길,563316,66783,82464,100841,84259,79203,149765,174876,119851,58043,53670,79656,77219,80429,80026,79108,79330,79525,81558,83340,398418,164898
2436,1000554,1,골목상권,강서로15길,1423919,154897,235032,284652,213468,196579,339292,349560,279953,176328,178035,248068,191973,205521,203973,202504,202487,202463,201586,205384,1016948,406970
2437,1000553,1,골목상권,가로공원로80길,529992,87071,69710,89440,77159,76904,129707,148428,109125,58359,58781,84863,70438,74869,73801,73661,74581,74507,78303,80271,371419,158574
2438,1000552,1,골목상권,가로공원로76가길,646894,97555,84555,106739,95014,94872,168161,186579,129119,69661,68535,101670,91330,91986,91014,90265,91002,91585,94594,96449,455852,191043
2439,1000551,1,골목상권,화곡로4길,204528,32293,25334,28400,33683,35662,49160,44768,40936,26931,27180,37050,27661,29864,30405,30591,30247,30396,27531,25495,151503,53026
2440,1000550,1,골목상권,화곡로3길,429233,100272,47535,56865,62685,70184,91693,124904,94364,49551,45882,61142,53388,61471,61296,60547,61430,62378,61180,60933,307122,122113
2441,1000549,1,골목상권,지양로7길,443431,66117,46280,55558,68555,69177,137743,115579,91557,50475,51398,74499,59925,62541,62241,62296,62664,62735,64808,66148,312477,130956
2442,1000548,1,골목상권,중앙로55길,953638,179579,110321,150877,139502,129180,244178,302633,204276,97874,90046,130969,127840,135301,132752,132749,134186,135575,139644,143430,670563,283074
2443,1000547,1,골목상권,중앙로51길,971605,209072,107620,144654,142872,127744,239644,294606,200148,101500,97170,145435,132746,137368,134758,134478,136445,137655,142220,148683,680704,290903
2444,1000546,1,골목상권,중앙로47길,1288492,219393,138221,166843,198480,201919,363633,326967,267547,152787,154969,220257,165964,173989,175654,180817,176677,179203,197874,204280,886340,402154
2445,1000545,1,골목상권,중앙로45길,917070,143382,119201,122731,141190,147972,242595,246125,193795,105244,99733,147015,125158,131065,130513,130816,131711,133161,130634,129170,657266,259804
2446,1000544,1,골목상권,중앙로36길,362968,84688,39018,42724,67511,55138,73890,74547,69805,50447,54019,72172,41978,51098,50894,51064,50703,50824,54718,53666,254583,108384
2447,1000543,1,골목상권,중앙로32길,404012,99833,42677,48370,73507,62371,77257,82874,76067,56048,59098,79037,50888,58992,58116,58351,57293,57445,57840,55976,290197,113816
2448,1000542,1,골목상권,중앙로25길,389751,69052,36942,45700,62336,64343,111377,114628,77496,41575,40839,58841,56375,55258,55604,55614,55260,56028,56174,55812,277764,111986
2449,1000541,1,골목상권,은행정로7길,634471,146504,85364,86187,96563,86946,132905,170773,125317,74502,73563,103953,86363,90548,90368,90335,90179,89634,91267,92142,451064,183409
2450,1000540,1,골목상권,은행정로5길,169056,36829,19296,21071,29964,26263,35630,36278,32387,22902,23352,31883,22255,24533,24321,24379,24091,24352,24368,23011,121676,47379
2451,1000539,1,골목상권,오목로5길,617552,137591,53421,94145,106734,77245,148416,191686,128600,65657,64277,89145,78186,86989,85731,84977,85551,86954,91436,95913,430202,187349
2452,1000538,1,골목상권,오목로3길,914815,201314,91621,128743,145954,128794,218387,281131,187876,94848,92689,135046,123222,130485,129684,129414,129377,131026,130703,134124,649986,264827
2453,1000537,1,골목상권,오목로30길,849668,129761,126224,135740,125085,127540,205317,278642,170106,75206,78577,122362,124776,122498,121497,121111,120828,119661,120691,123382,605595,244073
2454,1000536,1,골목상권,오목로23길,994101,134147,131445,168013,150556,153608,256334,299100,216117,103483,97308,144813,133282,140746,139210,138987,139079,140498,145497,150083,698520,295580
2455,1000535,1,골목상권,신월로20길,662417,118428,73387,117430,105589,98112,149471,214571,137238,64024,61504,93803,91277,94112,92672,93063,93655,94218,96263,98433,467720,194696
2456,1000534,1,골목상권,신월로15길,1331527,276950,137838,188838,208315,196861,322726,433535,271401,124009,119954,189870,192758,190073,188125,189358,189307,190129,189712,194826,946992,384538
2457,1000533,1,골목상권,신목로6길,951903,243004,112837,99151,159190,149832,187889,228832,189208,120566,120390,168856,124049,135706,135965,135904,135323,134925,138666,135414,677823,274080
2458,1000532,1,골목상권,신목로5길,528495,159428,55248,54620,93063,76436,89702,128862,107886,66284,68473,92458,64533,75296,74581,74368,74360,73980,77918,77992,372585,155910
2459,1000531,1,골목상권,신목로2길,716386,172058,86947,76034,112123,116894,152329,185521,138182,83001,83328,124181,102173,101817,101575,101722,100710,100994,105090,104479,506818,209569
2460,1000530,1,골목상권,목동중앙서로8가길,383160,78839,48349,49240,67134,60409,79191,90719,75843,47669,49417,70942,48571,53850,53498,52641,53038,53982,58370,57781,267009,116151
2461,1000529,1,골목상권,목동중앙서로7길,943992,196870,126944,121399,162153,144780,191846,251516,189481,107169,109270,157359,129198,133851,133063,132499,132757,132169,138741,140913,664339,279654
2462,1000528,1,골목상권,목동중앙북로8길,491282,67318,63929,93309,80323,70542,115861,116604,95769,58234,60754,93587,66335,68523,67271,67600,67512,68489,74044,77842,339395,151886
2463,1000527,1,골목상권,목동중앙북로16길,746126,95571,121676,157043,111452,100326,160059,231150,160424,77303,71612,106738,98900,104370,103520,102170,103899,104437,110835,116896,518396,227731
2464,1000526,1,골목상권,목동중앙본로7길,699589,144940,94153,96932,107898,113561,142107,190870,135842,75866,76954,119680,100378,98623,97634,97219,97868,98426,103694,106125,489770,209819
2465,1000525,1,골목상권,목동중앙로3길,581774,172763,66887,54709,101680,89869,95869,186658,123403,57466,51330,79955,82963,84415,83408,83086,83516,83551,81563,82237,417976,163800
2466,1000524,1,골목상권,목동중앙로13나길,184798,43994,22177,32032,32382,23550,30662,64030,38592,16027,16971,24465,24713,26455,26298,26274,25774,25801,26757,27438,130602,54195
2467,1000523,1,골목상권,목동중앙남로3가길,771083,144241,95514,115641,118706,122030,174950,224069,157529,83578,80066,120445,105395,109095,108834,108731,109073,109228,111607,114514,544961,226121
2468,1000522,1,골목상권,목동로9길,1082167,278085,120445,139641,188337,165819,189841,275961,229363,139688,134634,171613,130909,157469,158324,158182,156684,156353,149627,145529,787012,295156
2469,1000521,1,골목상권,목동로19길,795725,167609,107516,114881,130628,108612,166480,203103,155203,93420,95984,139008,109006,113823,114539,115333,115189,114883,113768,108189,573767,221957
2470,1000520,1,골목상권,목동동로8길,397825,116933,40618,41850,71948,59528,66951,107160,77975,46064,49799,66576,50252,56745,56987,57105,57086,56361,57295,56245,284284,113540
2471,1000519,1,골목상권,목동동로12길,675845,195907,76758,73158,131894,95901,102227,150864,132277,91908,95589,128903,76305,94531,95646,95833,95127,94523,102207,97977,475660,200184
2472,1000518,1,골목상권,목동남로4길,452956,97103,45416,49493,77176,69230,114538,109602,91461,54615,57063,81044,59171,63993,63013,63100,63507,63489,67774,68078,317102,135852
2473,1000517,1,골목상권,남부순환로88길,222862,57401,22639,29166,38824,31346,43486,70969,48331,21588,19362,29241,33372,31975,32334,31919,32034,32093,30507,32001,160355,62508
2474,1000516,1,골목상권,남부순환로79길,466406,73043,53197,77227,71373,81624,109945,64970,94008,74435,78331,102801,51861,65746,65638,66255,66383,66807,69206,66370,330829,135576
2475,1000515,1,골목상권,남부순환로70길,555486,81493,61371,69961,86722,89858,166079,142504,103549,60208,63409,102417,83400,78268,78034,78329,78193,78943,81184,82534,391767,163718
2476,1000514,1,골목상권,남부순환로58길,257390,46516,28491,36725,37502,39184,68970,61580,53706,30542,30491,44371,36701,36080,35823,35875,35814,35997,38198,39600,179589,77798
2477,1000513,1,골목상권,남부순환로40길,442596,60831,47660,57526,62856,79046,134677,129991,93408,49172,47355,67036,55635,61826,60885,61336,61978,62671,65324,68578,308696,133902
2478,1000512,1,골목상권,남부순환로33길,527099,77604,70794,76530,77887,82477,141808,149508,106060,56235,55070,83585,76641,74770,75028,74269,74258,74439,76882,77454,372764,154336
2479,1000511,1,골목상권,곰달래로5길,516943,67858,57278,67240,74902,89240,160423,159505,106898,53819,52623,75263,68833,73320,72803,72553,72688,73847,75168,76564,365211,151732
2480,1000510,1,골목상권,곰달래로3길,849437,132517,85573,115561,126240,140689,248855,253493,176544,93715,90826,126055,108803,119262,118850,118783,119792,120817,124693,127237,597504,251930
2481,1000509,1,골목상권,곰달래로2길,720541,102873,79766,121603,115996,114239,186063,225466,156602,72058,68112,98972,99330,102786,101774,101888,102061,103129,103862,105042,511638,208904
2482,1000508,1,골목상권,곰달래로10길,653864,77380,84002,112845,107033,99813,172788,183149,135137,73254,71681,102826,87817,92452,91253,91342,91274,92052,96827,98664,458373,195491
2483,1000507,1,골목상권,가로공원로58길,458120,66444,46247,56294,69662,75693,143781,149970,99243,47439,42527,59548,59392,64766,63525,63213,64782,64495,67251,70090,320781,137341
2484,1000506,1,골목상권,효창원로93길,1356596,202301,212994,206235,218640,226157,290268,371683,283185,156794,152124,211732,181081,196217,195475,196669,194826,192734,189200,191474,975921,380674
2485,1000505,1,골목상권,토정로37길,359785,69139,35185,63570,76216,47748,67927,80185,74745,48314,47368,65431,43741,52960,53553,53113,53234,51850,47827,47247,264710,95074
2486,1000504,1,골목상권,월드컵로8길,722094,52091,176515,174431,126396,85836,106823,139194,142358,109447,113345,138448,79301,105952,108319,107866,106651,104492,97238,91576,533280,188814
2487,1000503,1,골목상권,월드컵로7길,387610,43123,80740,88893,62479,47769,64606,101357,79037,47283,46697,65256,47979,55326,54870,55369,54599,54836,56734,55875,275000,112609
2488,1000502,1,골목상권,월드컵로36길,1013437,169728,166381,174154,178518,132677,191979,293374,222515,111186,105885,149143,131333,142952,142459,141898,142488,142140,149214,152286,711937,301500
2489,1000501,1,골목상권,월드컵로25길,985835,163958,150062,173948,171846,131471,194552,286654,202543,105858,104694,153713,132372,138290,137134,137064,137655,138278,146261,151156,688421,297417
2490,1000500,1,골목상권,월드컵로19길,836644,86401,168893,174894,133923,103255,169278,191739,150536,98372,108763,166468,120768,114353,115031,117115,116544,115807,128929,128867,578850,257796
2491,1000499,1,골목상권,월드컵로16길,920909,101948,179596,200920,161202,109742,167499,204823,183237,120486,126778,170033,115550,134254,135046,135866,134635,133547,126082,121477,673348,247559
2492,1000498,1,골목상권,월드컵로11길,577612,60643,114158,136516,92687,66115,107494,172083,117930,63168,62310,87278,74844,81831,81377,81600,81615,81193,84624,85372,407616,169996
2493,1000497,1,골목상권,월드컵로10길,669869,56205,141192,159968,124030,84734,103739,135743,124557,94623,99242,131324,84381,98965,100346,99731,97848,96210,90030,86738,493100,176768
2494,1000496,1,골목상권,와우산로3길,326319,29138,82010,80125,47938,29978,57133,96543,68170,35378,34418,48885,42924,46253,46525,46548,46269,46457,46965,47304,232052,94269
2495,1000495,1,골목상권,와우산로29길,444695,50564,146639,89484,57431,41194,59382,73965,75486,65476,77771,101534,50464,61131,62518,63271,62398,63159,68544,63673,312477,132217
2496,1000494,1,골목상권,와우산로29가길,246360,27805,88113,51669,30666,20596,27511,52599,45540,33832,38114,48163,28112,33886,34629,35115,34928,34726,37527,35551,173284,73078
2497,1000493,1,골목상권,양화진길,493906,33730,119139,122911,78593,65485,74048,67916,93911,79530,85155,112549,54845,71831,74199,75301,73513,73075,65857,60130,367919,125987
2498,1000492,1,골목상권,양화로1길,683337,59515,148729,160059,116244,85943,112848,166738,134021,83660,85497,127469,85950,96891,96317,96750,96403,96374,100343,100261,482735,200604
2499,1000491,1,골목상권,양화로11길,490320,31982,127434,118697,85011,58445,68749,81039,97213,79117,82399,99315,51234,72326,74272,74308,73155,71384,65061,59817,365445,124878
2500,1000490,1,골목상권,신촌로30길,520246,88889,68474,101714,85012,75999,100157,142056,109282,61252,62512,83346,61798,73471,73479,73585,73367,72744,77396,76204,366646,153600
2501,1000489,1,골목상권,신촌로28가길,467951,77924,71387,84286,75402,73759,85192,97005,104865,64503,64733,83590,53253,66950,65537,66066,65336,65157,69569,69334,329046,138903
