,상권코드,분기,상권구분,상권명,서비스업종,점포수,분기당매출,주중매출금액,주말매출금액,10대매출,20대매출,30대매출,40대매출,50대매출,60대이상매출,00~06매출,06~11매출,11~14매출,14~17매출,17~21매출,21~24매출
0,1001496,2,관광특구,강남 마이스 관광특구,편의점,14,1868189492,1507407055,360782437,7935580,398802583,522755815,418693932,216067393,70945364,32887261,420514073,359189963,397721168,420988867,236888160
1,1001495,2,관광특구,잠실 관광특구,편의점,53,14009754617,9270097680,4739656937,312628535,4678738433,4183546944,2795567795,1333524211,599894897,972407113,1464440961,2442613896,2598822755,3793878540,2737591352
2,1001494,2,관광특구,종로?청계 관광특구,편의점,45,5325358861,4062882301,1262476560,28163257,1442373793,1453880775,1039744926,824787029,432448150,335727306,955822947,898600140,817670615,1292196300,1025341553
3,1001493,2,관광특구,동대문패션타운 관광특구,편의점,35,7140545264,5369249897,1771295367,44986446,2071162202,2398102667,1422697314,846376255,282487735,1276478713,1158804020,845294958,793740295,1624096920,1442130358
4,1001492,2,관광특구,명동 남대문 북창동 다동 무교동 관광특구,편의점,94,11527319302,9667971390,1859347912,45382497,2290942461,3344557219,2860093204,1520962582,528660749,330210915,3150874187,2343029134,1973759910,2381024206,1348420950
5,1001491,2,관광특구,이태원 관광특구,편의점,24,5861292597,3903791281,1957501316,50065800,1959919026,1892609937,879906696,671111663,289540136,771109779,658682809,656076615,759694632,1393124012,1622604750
6,1001489,2,전통시장,둔촌역전통시장,편의점,4,280555086,206265307,74289779,6195116,78192603,66770897,50989343,54062586,24344541,22188256,48376542,29786445,36925831,82297668,60980344
7,1001483,2,전통시장,암사종합시장,편의점,4,423698864,298242854,125456010,3798859,92622124,122224489,104433524,61641377,38978491,43212392,60169579,46631887,49879995,116106943,107698068
8,1001482,2,전통시장,고덕전통시장,편의점,2,260019591,185161251,74858340,1049934,58438416,92317364,62436523,27919255,4056747,14401522,38277182,33746164,35458588,75963984,62172151
9,1001480,2,전통시장,새마을시장,편의점,3,235983998,166736829,69247169,1357360,57807063,78140476,57957498,26547544,14174057,31070482,29164282,22602757,26298851,60535102,66312524
10,1001478,2,전통시장,방이시장,편의점,5,879755252,639413031,240342221,10967243,216173596,270986129,198913906,107448426,75265952,93775369,122914499,103891498,114387616,242265301,202520969
11,1001476,2,전통시장,풍납시장,편의점,1,386745164,267449449,119295715,2098393,61184981,87891395,93296121,105906958,36367316,30573034,46391844,34008687,43085470,118565819,114120310
12,1001475,2,전통시장,강남개포시장,편의점,3,476473337,338417731,138055606,23531311,90293713,90347176,119561048,100723339,52016750,36864182,59366170,64225147,59906071,132026908,124084859
13,1001471,2,전통시장,영동전통시장,편의점,1,118125337,92133255,25992082,139872,30493984,40029522,21170669,14587872,7237507,18491103,15946578,12577215,13380106,22946962,34783373
14,1001469,2,전통시장,양재시장,편의점,1,321733356,264235320,57498036,2870685,50152249,80714608,81320177,46840638,28684782,18065925,48655975,55839113,51669478,90372910,57129955
15,1001467,2,전통시장,우림시장,편의점,1,190243521,133673959,56569562,3777943,41708068,41201578,48905078,32008076,22642778,28516720,32411280,17706813,18731892,47769093,45107723
16,1001466,2,전통시장,미성동도깨비시장,편의점,1,82445833,57932680,24513153,312415,17770850,19964238,25538789,7598672,11260869,4185620,9933553,10431047,13290829,27205560,17399224
17,1001460,2,전통시장,관악신사시장,편의점,2,257256958,178882410,78374548,1118577,111829634,78795540,30672984,25425492,9414731,27551118,24666312,24357383,27552901,75066938,78062306
18,1001459,2,전통시장,신원시장,편의점,1,420317903,300395699,119922204,3508333,156849339,127814653,59836163,47472137,24837278,63306874,47151169,30872687,32218724,107982215,138786234
19,1001458,2,전통시장,인헌시장,편의점,3,219353516,156923478,62430038,2044614,56890690,70041593,40062086,31623480,18691053,26117002,24363295,21629344,32149707,59052242,56041926
20,1001450,2,전통시장,남성역골목시장,편의점,3,400456952,304083468,96373484,8367247,122187204,108274517,78549870,51595980,31482134,34690082,94932105,38344023,50855438,98620409,83014895
21,1001449,2,전통시장,남성사계시장,편의점,3,364430456,259093195,105337261,6500605,90775709,82657984,81328278,62096227,41071653,25907909,61230456,48438004,54669510,100057736,74126841
22,1001448,2,전통시장,흑석시장,편의점,2,314620843,226039329,88581514,5452511,80526731,64977577,75151952,59347154,29164918,11727105,42669414,34952845,38980219,92430060,93861200
23,1001447,2,전통시장,상도4동도깨비골목시장,편의점,1,270064098,190239112,79824986,2654950,73684846,79201701,51147756,49402567,13972278,40955782,44910906,18965728,22417005,67447119,75367558
24,1001441,2,전통시장,본동인정시장,편의점,2,80353647,58428637,21925010,1469142,26492547,19367710,16543774,12321897,4158577,11278401,11318567,6650877,7673393,22321206,21111203
25,1001440,2,전통시장,노량진중앙시장,편의점,4,812054938,574609875,237445063,13341477,311322085,237476166,93793705,113779675,30854176,87693997,84092394,94848648,93528345,241658078,210233476
26,1001430,2,전통시장,영등포전통시장,편의점,19,2137322332,1546292882,591029450,17232951,676513348,632724221,417930165,267273075,121022699,136424976,423294737,306682030,314599665,523954624,432366300
27,1001427,2,전통시장,현대시장,편의점,2,241305591,170686760,70618831,2359873,73528863,55810375,49509278,39241274,19033859,27577244,41927015,25857571,28261505,57938362,59743894
28,1001424,2,전통시장,남문시장,편의점,1,270689053,197624572,73064481,2681829,38569530,73726934,55040639,74811395,25858726,53261997,36367370,32347513,32958342,61957725,53796106
29,1001423,2,전통시장,독산동 우시장,편의점,2,1011174318,721115735,290058583,4682643,306480410,320202848,141489165,136875587,79873502,151811728,151292558,86953396,117001030,281005784,223109822
30,1001418,2,전통시장,남구로시장,편의점,1,284675544,207802353,76873191,480620,41517953,75921159,63950890,60276719,42528203,49393481,40281352,21058237,26601870,73646551,73694053
31,1001414,2,전통시장,송화골목시장,편의점,2,245147518,184880048,60267470,15797651,57548117,54710365,69430613,39690240,7970532,13835347,46245827,23702144,27749897,73674221,59940082
32,1001406,2,전통시장,신정3동골목시장,편의점,2,167554391,118217094,49337297,2579826,40173323,40924691,34942492,28900238,20033821,20748575,23886132,21265788,23763236,45207006,32683654
33,1001404,2,전통시장,신정제일시장,편의점,2,598613114,415875214,182737900,2447252,92137377,181158085,182179617,104036413,36654370,48938806,71492487,68184913,69905777,172138372,167952759
34,1001402,2,전통시장,신월6동골목시장,편의점,2,225257866,156631090,68626776,3693907,29890522,77053301,70978802,36128776,7512558,23588290,33851831,22243508,26882621,57576644,61114972
35,1001395,2,전통시장,목3동시장,편의점,3,998662057,703643431,295018626,7802740,224555355,283308225,211942518,129926461,125902303,130526488,106496660,132978377,157840426,266708275,204111831
36,1001394,2,전통시장,목2동시장,편의점,3,485438594,343042378,142396216,4144096,157734810,161272710,75648528,68310406,18328044,54331657,63369254,46666406,49949667,133089256,138032354
37,1001392,2,전통시장,동진시장,편의점,1,184519295,120697456,63821839,2173582,83014726,52227226,23142721,16512117,7448923,23297856,19669021,24684807,21050558,48912309,46904744
38,1001391,2,전통시장,망원월드컵시장,편의점,2,346864006,244240700,102623306,4968932,116907392,91594234,60486157,53015959,19891332,54588883,33748083,33572831,40096542,87606890,97250777
39,1001390,2,전통시장,망원시장,편의점,2,202423837,136773591,65650246,776028,56636129,80258064,37006361,18644703,9102552,19704368,20337760,21793860,24302656,56395734,59889459
40,1001368,2,전통시장,연서시장,편의점,2,338622442,252303028,86319414,9108588,114465902,102139313,54943612,36743182,21221845,17144682,72912066,31368445,32719355,96896687,87581207
41,1001367,2,전통시장,상계중앙시장,편의점,1,281077908,195115214,85962694,1249897,60492353,67147717,58909594,70238511,23039836,25520336,32001672,39886671,42331236,83744071,57593922
42,1001365,2,전통시장,공릉동도깨비시장,편의점,3,123637341,86876744,36760597,178418,35932408,39705519,21336547,12080832,12008486,14311334,19026580,11072147,16967318,31269360,30990602
43,1001364,2,전통시장,방학동도깨비시장,편의점,3,440460670,298423284,142037386,3022312,40826548,109159977,91778345,138123892,57549596,0,67306420,51148961,74417895,135481737,112105657
44,1001360,2,전통시장,창동골목시장,편의점,2,125288401,90098188,35190213,2187110,29852293,26377924,25611491,32621230,8638353,11535145,14229406,16165843,15374832,37170096,30813079
45,1001354,2,전통시장,우이시장,편의점,1,547200677,395878902,151321775,6825180,127423088,143411056,131441951,102763501,35335901,44249074,71639838,56015910,63015422,166245493,146034940
46,1001350,2,전통시장,숭인시장,편의점,1,124215172,92117462,32097710,1553211,38301707,28099889,24182221,26592251,5485893,4412854,27629143,15769310,14727818,36454058,25221989
47,1001349,2,전통시장,방천골목시장,편의점,3,989114117,675520734,313593383,7109274,313326692,278897193,220048892,123517282,46214784,129124078,81391949,75677880,101908289,296147444,304864477
48,1001348,2,전통시장,동북시장,편의점,1,241514310,167498330,74015980,6223907,41738593,50568888,59491807,56070390,27420725,27680699,31404051,27365339,39362573,63797032,51904616
49,1001340,2,전통시장,정릉시장,편의점,2,253473918,168928575,84545343,5229477,67583310,44104827,50345214,52459107,28715644,30524036,35228080,25171749,31612221,66926870,64010962
50,1001339,2,전통시장,정릉아리랑시장,편의점,3,343769467,241614616,102154851,2312489,47274525,95695499,96196580,70975589,31314785,32097839,53819148,33363947,46605638,97068508,80814387
51,1001338,2,전통시장,돈암제일시장,편의점,1,25809602,18364459,7445143,1195864,9106452,6421635,5302233,2431588,1351830,1712825,3040765,2883079,3602091,8189640,6381202
52,1001336,2,전통시장,우림골목시장,편의점,3,1095131310,834162511,260968799,15152827,164339736,298468554,179759741,350964940,86445512,79166060,189053247,221178682,173242961,296490254,136000106
53,1001335,2,전통시장,묵1동도깨비시장,편의점,3,218484011,146753881,71730130,2989020,52226158,39473967,65900479,37100030,20794357,21560240,32386872,25498664,25555892,56838494,56643849
54,1001330,2,전통시장,동원시장,편의점,2,1214177799,863705729,350472070,12770017,247959952,404609417,191749489,239927992,117160932,143968652,197807822,127966057,147327672,340807157,256300439
55,1001329,2,전통시장,동부골목시장,편의점,3,668354375,460033469,208320906,9547650,174236673,165551152,158181688,113086695,47750517,87867051,90793343,67696224,72701204,173057039,176239514
56,1001326,2,전통시장,회기시장,편의점,2,175933264,122681890,53251374,1260380,91262974,39501574,15531378,23876074,4500884,19419934,18952062,21581497,21932013,43040050,51007708
57,1001316,2,전통시장,서울약령시장,편의점,5,230698575,172192453,58506122,2224932,36516429,75392151,49218850,43680507,23665706,31562827,29513607,31260951,30177650,57193499,50990041
58,1001304,2,전통시장,자양골목시장,편의점,1,281181328,197442323,83739005,3336074,73333099,90366643,57806085,44617897,11721530,32271543,29349387,33287392,30687455,79388502,76197049
59,1001298,2,전통시장,성동용답상가시장,편의점,2,579702553,409696140,170006413,8299413,217811363,121450381,92398117,83686232,56057047,87771590,74999271,61610819,58493570,148086520,148740783
60,1001295,2,전통시장,행당시장,편의점,2,714604359,525263244,189341115,20066445,275811306,196219370,110980114,85610837,25916287,76476388,94043666,82138267,86727006,184813898,190405134
61,1001285,2,전통시장,합동(새벽)시장,편의점,1,88172143,75115824,13056319,830436,9202758,21255842,22043545,15178412,11232759,129982,12909347,18934784,22697870,23476482,10023678
62,1001283,2,전통시장,백학시장,편의점,3,369403837,276517613,92886224,6435553,97014053,86404338,78047888,76040392,25461613,55047934,58192266,47379779,47426534,79370144,81987180
63,1001282,2,전통시장,약수시장,편의점,4,521689390,391621788,130067602,9676140,119084702,146638684,95451705,109580762,41257397,31775313,89988836,52886471,62479051,154582605,129977114
64,1001277,2,전통시장,방산종합시장,편의점,4,444398429,383817781,60580648,749994,71374319,113181086,119808931,83065802,54256210,3400696,232335733,49339344,64628925,67676832,27016899
65,1001276,2,전통시장,평화시장,편의점,7,421490306,277955858,143534448,763766,145059063,152031590,80861090,32445649,10329148,12554687,61471082,88723676,94642490,114754310,49344061
66,1001274,2,전통시장,신중부시장,편의점,3,390605568,290932172,99673396,1301604,110954599,93511000,59187855,66265723,32978605,25131917,70753361,57912745,56696377,106990599,73120569
67,1001273,2,전통시장,남대문시장,편의점,14,646980412,511731248,135249164,1320623,123225999,194587852,181501223,99313916,47030799,47836718,195269078,115412450,106387550,117507730,64566886
68,1001271,2,전통시장,동묘시장,편의점,6,849202044,599794264,249407780,4104095,234135495,203328830,181034100,148253719,78345805,93950320,166584137,118255803,115054626,179993899,175363259
69,1001267,2,전통시장,종로신진시장,편의점,1,98537025,93362090,5174935,40611,21729550,32101836,22211533,13593630,8859865,0,21812685,29873933,31275423,15574984,0
70,1001266,2,전통시장,동대문종합시장,편의점,2,306565849,272991398,33574451,585870,78351957,122356716,57536378,36607990,11126938,0,87685596,93304510,81710147,37367871,6497725
71,1001265,2,전통시장,광장시장,편의점,1,88954760,71136018,17818742,231792,10877632,18631569,33776232,16585862,8851673,0,17491720,20676826,22779849,20509107,7497258
72,1001263,2,발달상권,서울 노원구 노원역_3,편의점,11,4285643892,3016510467,1269133425,179628638,1780408325,968803468,695971321,510107865,150724275,193728103,546098428,571815528,692196591,1376961090,904844152
73,1001262,2,발달상권,서울 노원구 노원역_2,편의점,5,614628530,431246385,183382145,21165273,221972217,143422327,120001793,81602248,26464672,63680345,86965359,70807347,77489062,132806246,182880171
74,1001261,2,발달상권,서울 노원구 노원역_1,편의점,4,1190388138,914877854,275510284,23754380,250368594,348138581,268073488,214676192,85376903,66754072,213613305,179176379,201101009,305761259,223982114
75,1001260,2,발달상권,창동역,편의점,12,2160596420,1571940311,588656109,41013910,539110962,497831006,464416377,382908727,192322048,197492393,337068866,265496494,269598747,552127314,538812606
76,1001259,2,발달상권,서울 강북구 수유역_3,편의점,4,403195201,277716926,125478275,4209251,109189597,107679758,75281999,68994196,37840400,52170838,40768073,35264494,46313539,106155900,122522357
77,1001258,2,발달상권,등나무근린공원 주변,편의점,2,666755801,462419210,204336591,11761729,178300847,186044586,169847924,99713219,21087496,50229956,112031067,110655258,105787879,140629064,147422577
78,1001257,2,발달상권,서울 강북구 수유역_2,편의점,12,3047733511,2170088946,877644565,42302476,1081031343,796080188,539252885,413894300,175172319,384605320,453246490,279958958,356806015,818083143,755033585
79,1001256,2,발달상권,서울 강북구 수유역_1,편의점,4,1555964670,1089277021,466687649,22159145,570566746,398725227,294892952,188385340,76504451,175412041,221531858,155120250,179661324,387293498,436945699
80,1001255,2,발달상권,서울 은평구 연신내역_3,편의점,1,459163008,322870431,136292577,12927398,145657182,114476731,88350112,55538356,42213229,47398364,68997421,41537744,55590737,112086967,133551775
81,1001254,2,발달상권,서울 은평구 연신내역_2,편의점,5,651001657,443860204,207141453,17113731,217435911,155061835,122534450,91008700,47847030,77846440,59159026,56190184,87493699,187444365,182867943
82,1001253,2,발달상권,서울 은평구 연신내역_1,편의점,2,795359858,566565989,228793869,18588441,328378865,184942250,115524463,84725264,63200575,104452862,93138188,78461127,82053445,181088500,256165736
83,1001252,2,발달상권,서울 성북구 미아삼거리역_2,편의점,5,758296686,545600888,212695798,14984251,136596989,216096613,200058704,123296355,67263774,63142241,98053684,83964538,99282387,225625620,188228216
84,1001251,2,발달상권,서울 강북구 미아삼거리역_1,편의점,6,358365853,236148074,122217779,3166580,90521773,130081879,91253175,30150043,13192403,42475647,51761204,44099671,43939173,83994557,92095601
85,1001250,2,발달상권,서울 은평구 불광역_3,편의점,2,556825405,402416164,154409241,4452774,154803839,160880559,104743100,86430759,45514374,48371476,72000388,67008726,74644217,168562844,126237754
86,1001249,2,발달상권,서울 은평구 불광역_2,편의점,2,251466867,178540791,72926076,2048326,59113802,59670086,52329284,50082554,24102687,17583608,35442130,27006722,32101999,77103447,62228961
87,1001248,2,발달상권,서울 은평구 불광역_1,편의점,4,594875329,396710518,198164811,7199190,216179237,158912342,103678024,77196614,31709922,59696745,57821289,63160260,77777913,161309763,175109359
88,1001247,2,발달상권,미아사거리_2,편의점,1,69586027,52692694,16893333,997267,13407861,18875717,15659611,14918339,5727232,412899,18931595,13660792,11231697,20379676,4969368
89,1001246,2,발달상권,미아사거리_1,편의점,2,167005962,117479831,49526131,1838813,31994454,33755102,39911100,36172677,20588228,27436523,23759085,18880170,18908101,40340280,37681803
90,1001245,2,발달상권,서울 성북구 성신여대입구역,편의점,9,1535245517,1065016108,470229409,39175260,671272539,372518806,220899829,171809404,59569679,156958336,156185109,156882845,183175948,433420786,448622493
91,1001244,2,발달상권,경희대학교,편의점,3,771932944,552185974,219746970,26970112,373291700,151353792,101980717,94626391,23710232,92975402,101791706,77562924,91064992,175231141,233306779
92,1001243,2,발달상권,서울 성북구 안암역,편의점,3,209069056,152128157,56940899,5418288,96236695,34403960,25158909,25455367,22395837,20561555,19995168,21725307,19817513,66404657,60564856
93,1001242,2,발달상권,혜화역 대학로_3,편의점,6,625645512,444624632,181020880,22111894,218497125,169840128,87833287,88477018,38886060,26273563,88258715,79731551,95181680,202223031,133976972
94,1001241,2,발달상권,혜화역 대학로_2,편의점,2,180821186,125718704,55102482,4382085,75904592,38782467,26567052,29710971,5474019,16843313,24536544,26198216,27644667,48628759,36969687
95,1001240,2,발달상권,혜화역 대학로_1,편의점,8,1360040741,957974788,402065953,29939012,481408782,359840858,194454492,185497448,77662461,70572099,168410762,187283804,221076021,396662864,316035191
96,1001239,2,발달상권,디지털미디어시티,편의점,19,4826297070,4161342821,664954249,29199859,947767842,1345097105,1068674386,472754794,139065916,391296926,1000239746,979433892,865057670,995398386,594870450
97,1001238,2,발달상권,서울 동대문구 청량리역,편의점,9,2551587046,1834685225,716901821,16946914,621699310,630599416,583816084,436051608,249991053,198901636,449926744,353384040,355277576,637787117,556309933
98,1001237,2,발달상권,서울 종로구 경복궁역_2,편의점,1,50492335,37819907,12672428,1251422,13153107,13727275,8997857,8038860,3208581,14159,11214405,9609910,9427886,13307107,6918868
99,1001236,2,발달상권,서울 종로구 안국역_2,편의점,2,231326490,174335549,56990941,1451003,55301834,57290013,52448905,43629651,10898806,13287628,59530630,38838888,36533156,50414389,32721799
100,1001235,2,발달상권,서울 종로구 안국역_1,편의점,1,285025750,239680402,45345348,1968549,47796049,89314125,80324048,34461171,10929538,9778439,89289282,50908700,48410435,60367172,26271722
101,1001234,2,발달상권,서울 종로구 경복궁역_1,편의점,2,811056394,569448944,241607450,11969670,240464390,202927586,175940677,118998121,60755950,37984019,146214165,117525014,115658408,211914403,181760385
102,1001232,2,발달상권,서울 종로구 종로3가역_2,편의점,19,2973998657,1976415241,997583416,25984882,1087954158,766297570,456233062,400746304,202062543,282439188,369667055,315149909,364406905,804962472,837373128
103,1001231,2,발달상권,서울 동대문구 신설동역_2,편의점,6,989561278,784698276,204863002,9826564,233809156,216592000,234574150,139962139,94454142,62328955,226422679,143809087,135367923,258340014,163292620
104,1001230,2,발달상권,인사동,편의점,18,2685072147,1912660608,772411539,18062188,555055782,736476925,654531083,364130497,161720254,154196818,427058924,398909274,421499902,720639831,562767398
105,1001229,2,발달상권,서울 종로구 종로5가역_4,편의점,1,126318532,108928877,17389655,109417,18313608,38941064,30789311,20062343,5090713,2057336,33228527,27995959,21009411,24697746,17329553
106,1001228,2,발달상권,서울 종로구 종로5가역_3,편의점,7,884159832,691600212,192559620,7677667,198330886,243126213,189517757,167484406,67422035,86291746,190618551,125883389,124999519,198769557,157597070
107,1001227,2,발달상권,종로구청,편의점,23,3746921990,3109990342,636931648,15730717,658822094,1069419666,907961284,526479047,181300990,141574302,841223487,668491475,643843131,880006134,571783461
108,1001226,2,발달상권,서울 종로구 종로5가역_2,편의점,11,3011384209,2364755399,646628810,19879632,721298195,813019487,750940480,424152378,156225980,131284983,662154118,550376192,515160335,723212551,429196030
109,1001225,2,발달상권,신설동역,편의점,2,833409784,643050321,190359463,2676761,211665605,191743428,189324325,153860749,84138916,44969660,175044430,156325280,125542243,189741780,141786391
110,1001224,2,발달상권,서울 동대문구 신설동역_1,편의점,4,1377559749,1104544621,273015128,16787514,272859849,382397002,304928527,228620599,146504661,34548432,431077690,269140535,231589381,277311120,133892591
111,1001223,2,발달상권,서울 종로구 광화문역_2,편의점,17,2752763407,2308356182,444407225,9709823,525101730,798274773,707153561,460599149,149357572,88255803,750709060,499533656,434579267,603572095,376113526
112,1001222,2,발달상권,동묘앞역,편의점,1,206626272,146341494,60284778,1726988,60357611,58907252,45495360,32978705,7160356,45236933,39424613,20285860,20776177,37279754,43622935
113,1001221,2,발달상권,장안동사거리,편의점,14,2426621759,1702498170,724123589,30772187,567582698,715891165,568962548,389800352,131605673,290064291,313315001,255566837,292839443,633818180,641018007
114,1001220,2,발달상권,서울 종로구 동대문역_2,편의점,6,1011448701,719056339,292392362,4830966,220475483,278358567,207062217,164126571,133918002,156439936,175738926,132223984,128733891,226661716,191650248
115,1001218,2,발달상권,동대문시장_2,편의점,0,60219732,49985678,10234054,101827,3479085,14698143,12815477,17421446,8378089,0,16876106,12292766,12329424,15387172,3334264
116,1001217,2,발달상권,서울 종로구 종로5가역_1,편의점,2,385345100,285576887,99768213,1323360,59923430,88806663,94959079,93900624,46431944,11511628,91611922,55502819,65366330,103310452,58041949
117,1001216,2,발달상권,서울 종로구 종로3가역_1,편의점,12,1395798847,1024331846,371467001,7239854,457808829,341913638,239332733,208005187,107951597,84552680,199439629,230342200,190546570,358859979,332057789
118,1001215,2,발달상권,서울 종로구 광화문역_1,편의점,7,1254472461,1104128328,150344133,4979937,213343915,338361116,315854599,184650415,39385785,33201834,321163002,263458909,250330147,250108764,136209805
119,1001214,2,발달상권,종각역,편의점,5,391639262,328939008,62700254,895274,68759543,110217728,90667619,66825763,18682359,16326914,82291387,84521822,78649626,85121858,44727655
120,1001213,2,발달상권,종각역 젊음의 거리,편의점,12,1344619825,1026965723,317654102,12478391,482790465,399189119,229909972,151561082,53832810,57043616,206409927,195758629,164991777,379679294,340736582
121,1001212,2,발달상권,서대문구 서대문역_1,편의점,2,522366703,436920844,85445859,1155811,93322442,154142945,162176379,82609575,28959551,22645308,143901949,94752220,94628354,106494184,59944688
122,1001211,2,발달상권,동대문시장_1,편의점,3,615036080,452160070,162876010,3794260,151974471,198381091,125861044,111178870,23846344,63261840,91658950,99849717,104468437,135534315,120262821
123,1001210,2,발달상권,시청역_2,편의점,14,2202113227,1858426916,343686311,11667972,358995012,605449613,614825890,353079188,110683152,68037402,592856546,443015558,361825766,479555848,256822107
124,1001209,2,발달상권,서울시청,편의점,11,1806824772,1582568600,224256172,4246126,351018676,503446203,483254537,278180975,78969190,25780559,424739698,396043046,346185152,365616237,248460080
125,1001208,2,발달상권,서울 중구 을지로3가역_2,편의점,7,3870628226,3066554559,804073667,12118455,935041210,1043484874,786140200,504112212,182619440,178534471,734168897,678938093,596056957,857140993,825788815
126,1001207,2,발달상권,서울 중구 신당역_2,편의점,6,2021893202,1625353967,396539235,9681446,653572967,715080409,397595204,182086774,63876402,584662517,334645560,163959667,140964647,399230268,398430543
127,1001206,2,발달상권,서대문구 서대문역_2,편의점,5,1549378961,1249183746,300195215,24116807,351191311,454320310,356415883,251422420,111912230,67078806,343967719,240020285,221903849,383707815,292700487
128,1001205,2,발달상권,동대문역사문화공원역,편의점,7,3472608335,2309708886,1162899449,29565364,1036917536,1099602979,666536921,453194063,186791472,328075223,496864501,440134358,426478786,878085185,902970282
129,1001204,2,발달상권,서울 중구 을지로3가역_1,편의점,16,2740925880,2202027070,538898810,3892656,608398645,780746376,670341046,454119853,157333806,136137527,576148911,383865846,416105188,651456467,577211941
130,1001203,2,발달상권,명동거리,편의점,27,2665881526,2126783661,539097865,12620900,631321835,769326798,619737354,347950064,128488221,79369999,809834884,495783176,399447121,553728410,327717936
131,1001202,2,발달상권,롯데백화점,편의점,8,2193001069,1743378948,449622121,5582687,450202927,726766758,497551915,259691292,79153516,86252429,573454589,474299960,402446577,416341427,240206087
132,1001201,2,발달상권,서울 중구 신당역_1,편의점,4,1656895466,1263202217,393693249,9868521,285746414,441715037,311503031,349999651,203145543,188375308,276584611,264923630,218697314,386589830,321724773
133,1001200,2,발달상권,북창동,편의점,12,1939075646,1614072347,325003299,18606223,389746825,521766292,496527701,272737775,112093857,69225990,462620360,367229038,283343096,442237988,314419174
134,1001199,2,발달상권,서울 중구 충무로역_2,편의점,15,1863043489,1564838208,298205281,11580184,326269255,424835122,449835552,354976870,126420179,133755051,387331800,350257597,284899765,401031996,305767280
135,1001198,2,발달상권,서울 강서구 송정역,편의점,6,176046896,125975710,50071186,1157651,46153213,55825726,34335203,22539496,16035607,21217677,24850664,15332542,20764209,49032328,44849476
136,1001197,2,발달상권,장한평역_2,편의점,7,328657915,253542620,75115295,2274658,86436939,112083658,57663591,48450497,21748572,30364586,75474628,38827695,36877115,79119636,67994255
137,1001196,2,발달상권,시청역_1,편의점,10,1387498721,1296447573,91051148,2140743,181081368,438168544,388631324,191590958,23524990,19318792,405327657,330640359,276883595,260456522,94871796
138,1001195,2,발달상권,왕십리역_2,편의점,2,969116289,643373317,325742972,12528186,427750353,242424583,143687304,110651273,32074590,137004009,62346210,63335045,77674965,264652215,364103845
139,1001194,2,발달상권,서울 강서구 발산역,편의점,6,985173413,713655448,271517965,14852537,227545280,302164374,218580449,146662204,69996095,70610832,179390279,144247776,146831065,247715310,196378151
140,1001193,2,발달상권,장한평역_1,편의점,7,1532133162,1202664592,329468570,8872538,291385293,408916365,451015797,272166859,92061055,88099599,300055735,281549210,213957934,373569458,274901226
141,1001192,2,발달상권,서울 중구 충무로역_1,편의점,8,1815467939,1478493589,336974350,21737536,397237594,319849698,575307027,330666895,104710215,91984223,373735828,286652678,260559063,461844926,340691221
142,1001191,2,발달상권,왕십리역_1,편의점,1,169987187,120036538,49950649,8369408,39200073,47308775,36662953,25172857,13273121,12870611,24941040,20197235,23059369,43513752,45405180
143,1001190,2,발달상권,장한평역,편의점,6,841511442,659713112,181798330,1151287,185888589,245390585,219021312,107437430,41032527,59167683,206597254,119392183,125392260,188689770,142272292
144,1001189,2,발달상권,서울 중구 명동역,편의점,6,890667256,666314742,224352514,17741897,258587573,240333118,194723698,101466618,43284617,42330243,218372854,140134931,131988648,195465477,162375103
145,1001188,2,발달상권,장충동 족발거리,편의점,3,986733835,730906841,255826994,3769228,240099386,296603148,200717349,181610292,46434868,128647196,187677274,126683695,119717864,202017503,221990303
146,1001187,2,발달상권,한양시장,편의점,6,417659415,293730286,123929129,16090449,251043049,73247640,39793126,30912657,6572494,43213342,32065677,30740545,44918832,129574590,137146429
147,1001186,2,발달상권,서울 서대문구 이대역,편의점,11,756856376,580029354,176827022,33975953,380377196,122749261,85874146,89980954,37149078,66875480,126033275,103886842,101158010,185016906,173885863
148,1001185,2,발달상권,서울 서대문구 신촌역,편의점,30,4291292170,2821609047,1469683123,93823703,2327176518,879131209,423145738,378207705,147345545,454775674,395118385,446039279,529583903,1136841460,1328933469
149,1001184,2,발달상권,서울 마포구 홍대입구역_3,편의점,6,1224558009,883153397,341404612,24090474,473670774,336445267,213738905,128758549,47854040,87895828,177897257,156131336,167432846,332852676,302348066
150,1001183,2,발달상권,서울 마포구 홍대입구역_2,편의점,3,387315400,297867296,89448104,4335494,123356205,113085818,58041293,43580212,15574426,20562086,66072700,61576365,52624584,101611806,84867859
151,1001182,2,발달상권,홍익대학교 주변,편의점,52,9246536273,6237287302,3009248971,295409461,4497109234,2203805129,1083566997,833708385,260411778,811728258,921344796,1138746208,1321309037,2601776444,2451631530
152,1001181,2,발달상권,서울 광진구 군자역,편의점,8,1457996328,1053652660,404343668,9035503,525544968,440006813,241718482,170118361,71572201,127767175,141979105,132272475,171404881,456987058,427585634
153,1001180,2,발달상권,신촌역,편의점,12,2988312579,2147319354,840993225,46455792,1162777106,724330647,521879285,375911449,153347640,249346927,593494241,398160332,394666011,690490518,662154550
154,1001179,2,발달상권,강서구청,편의점,14,3790625936,2619738263,1170887673,44018543,1063291613,1059147651,939616653,488278538,196272938,509626616,438152718,314270775,386704061,1035914267,1105957499
