,상권코드,분기,상권구분,상권명,서비스업종,점포수,분기당매출,주중매출금액,주말매출금액,10대매출,20대매출,30대매출,40대매출,50대매출,60대이상매출,00~06매출,06~11매출,11~14매출,14~17매출,17~21매출,21~24매출
2133,1000244,1,골목상권,면목로48길,편의점,2,272681760,198004515,74677245,4538525,87124058,80685102,44382246,41162898,14788931,27900925,36183895,29832956,33031093,76151463,69581428
2134,1000243,1,골목상권,면목로45길,편의점,3,461413095,316820553,144592542,12654768,134695288,128447358,92002067,67049571,26564043,48244154,56355127,43477067,52827341,140937290,119572116
2135,1000242,1,골목상권,면목로33길,편의점,2,343990630,246000557,97990073,2207992,80882557,97423861,79617234,47382183,26275141,38814545,40961657,34371606,39348205,100414477,90080140
2136,1000241,1,골목상권,면목로21길,편의점,3,426187183,296340558,129846625,2746403,79598708,146515183,95071480,66749305,35506104,55359769,56876324,44762585,60908453,124101712,84178340
2137,1000240,1,골목상권,망우로73길,편의점,1,150044534,104223757,45820777,3778563,34130836,50046373,39616549,10131226,12340987,14146687,18563571,18348732,20229381,47345896,31410267
2138,1000239,1,골목상권,망우로68길,편의점,3,450195222,308621706,141573516,1571678,84106851,122063344,91357836,114802843,36292670,59617523,64976652,49401605,56683011,128882288,90634143
2139,1000238,1,골목상권,동일로163길,편의점,2,168814993,119136754,49678239,1356725,32209345,71616193,40424907,17950462,5257361,17466077,18807859,18547704,24454049,50689485,38849819
2140,1000237,1,골목상권,동일로157길,편의점,4,303709510,216709078,87000432,2494098,81531178,109856407,64130171,33660063,12037593,24893020,51039811,31949201,39239009,82737772,73850697
2141,1000236,1,골목상권,동일로149길,편의점,2,112904134,79242062,33662072,498979,21756949,36111131,29413623,14721502,10401950,8742418,17291260,12178563,13072395,32724591,28894907
2142,1000235,1,골목상권,동일로140길,편의점,3,93615707,66984910,26630797,5160133,34794234,20209054,19278343,9002091,5171852,5244305,12523212,12925655,13054009,24460617,25407909
2143,1000233,1,골목상권,동일로139가길,편의점,2,621438349,451513969,169924380,8297114,154710854,141451406,149620061,103610718,63748196,67367408,93307868,67705062,76424446,176168437,140465128
2144,1000232,1,골목상권,동일로130길,편의점,3,342295812,233239232,109056580,7018364,87718616,87702465,83253871,52020823,24581673,48189454,42610218,40020042,35827474,93835834,81812790
2145,1000231,1,골목상권,동일로123길,편의점,3,400743236,281420871,119322365,5837939,76209001,107278427,93438653,75475728,42503488,47481463,56131282,46736339,55566050,106873458,87954644
2146,1000230,1,골목상권,동일로112길,편의점,6,1647856241,1175974083,471882158,18445044,516610257,440449161,312472858,248993793,110885128,180289712,211501111,192926033,206621832,459648987,396868566
2147,1000229,1,골목상권,동일로101길,편의점,5,41485216,28653296,12831920,1097735,8300944,7547083,8978323,8170090,7391041,2616347,6489172,4950707,6488630,12572970,8367390
2148,1000227,1,골목상권,답십리로75길,편의점,3,337914152,236618718,101295434,2039299,63092495,115186056,85333566,47629035,24633701,29393664,55639878,34064565,41295513,97162929,80357603
2149,1000226,1,골목상권,공릉로2길,편의점,4,350701463,247230263,103471200,2875635,87115650,89749475,78274505,73116953,19569245,30739177,47399764,36032917,53454506,94632314,88442785
2150,1000224,1,골목상권,겸재로54길,편의점,6,970189536,664328149,305861387,10288407,210258448,290259199,251868124,143516863,63998495,119799058,110083504,94768199,100030634,295883828,249624313
2151,1000223,1,골목상권,겸재로36길,편의점,2,192616011,132706181,59909830,1866891,59510844,50534350,42511328,30475450,7717148,26883757,22225557,19917468,25806156,52395957,45387116
2152,1000222,1,골목상권,겸재로29길,편의점,2,320515324,223613086,96902238,2582417,88809011,88068915,58083262,65808733,17162986,41749812,39556541,29458278,30100970,93441183,86208540
2153,1000221,1,골목상권,휘경로3길,편의점,1,69147112,48433677,20713435,2726732,33712381,13336486,7203317,9071618,2141526,2936270,9273156,11533569,9504912,16003357,19895848
2154,1000220,1,골목상권,휘경로2길,편의점,7,988140900,699419499,288721401,10445962,431510920,245854591,121476987,137397159,33484764,140939051,109925119,102132014,115411500,284571628,235161588
2155,1000218,1,골목상권,휘경로14길,편의점,1,110312270,82910416,27401854,233550,26841314,27292410,26074151,14506531,13180260,6071920,19086946,17283372,12648881,38502134,16719017
2156,1000217,1,골목상권,한천로46길,편의점,1,293737975,200110009,93627966,2879265,53751804,72333579,82794272,61263835,20715220,30518579,33068793,24792709,38558689,79888926,86910279
2157,1000216,1,골목상권,한천로40길,편의점,2,846617513,588922290,257695223,10508086,144018852,229528151,217741465,183551316,61269643,78644091,127067484,107371509,105643756,221066144,206824529
2158,1000215,1,골목상권,한천로33길,편의점,2,482462564,329282470,153180094,5881843,83382533,102798592,131547816,109457256,37778451,31561586,56992149,46727966,68316649,155314557,123549657
2159,1000214,1,골목상권,한천로14길,편의점,4,827043527,597941509,229102018,8637257,165032488,230208311,210490796,129798621,68716577,87435582,112672797,131837532,104537309,221520884,169039423
2160,1000213,1,골목상권,천호대로97길,편의점,2,174988962,123951719,51037243,490708,42685315,52813042,55342293,13017895,10639709,15231127,24844992,18271956,21100203,48231966,47308718
2161,1000212,1,골목상권,천호대로77길,편의점,3,122191953,86220873,35971080,311100,16122989,32503222,33189233,34408006,5657403,14708688,20703883,13777730,11381231,31500646,30119775
2162,1000210,1,골목상권,천호대로17길,편의점,6,703465171,503390654,200074517,2107625,174831480,194950520,178971343,104296311,44988622,89216618,99851325,92365581,84588960,182124807,155317880
2163,1000208,1,골목상권,천장산로7길,편의점,7,1300959621,901357750,399601871,9583287,671418067,310380972,86063707,144386774,79126814,174513258,113917444,147303139,159377647,338658463,367189670
2164,1000207,1,골목상권,제기로5길,편의점,3,865274795,610525001,254749794,17435149,380213459,180220644,124884121,111371158,51150264,121053270,121026873,89405906,112148985,237681164,183958597
2165,1000206,1,골목상권,제기로21길,편의점,2,347695329,238936013,108759316,2250387,72014550,88785760,90489448,56247256,37907928,51426984,49124843,45541067,43318855,87855902,70427678
2166,1000204,1,골목상권,전농로3길,편의점,2,436500466,312797601,123702865,5142920,92598500,103828395,101901116,100467864,32561671,43373581,72577054,48099987,56616860,120727375,95105609
2167,1000201,1,골목상권,장한로5길,편의점,2,982005923,729135880,252870043,4992592,198833581,272151971,227370932,139396318,115433451,99865025,163321037,139570622,105731520,250389572,223128147
2168,1000199,1,골목상권,장한로27가길,편의점,3,752404484,568481781,183922703,11138220,118879595,260259070,195578239,108414053,58135307,63962804,86700578,83032236,161723711,169377064,187608091
2169,1000197,1,골목상권,장한로26가길,편의점,4,1089962242,753285771,336676471,6406897,256287489,362192113,282586645,126262777,42001654,147380533,117771120,91777026,128262215,312752812,292018536
2170,1000196,1,골목상권,장한로25길,편의점,2,221161930,165261717,55900213,3671680,43114059,58049649,67691568,26784576,21850398,14869124,28827752,30998102,31786499,75306940,39373513
2171,1000195,1,골목상권,장한로14길,편의점,4,383873545,265365939,118507606,6032898,49489051,95513793,86693257,90874020,37437146,10487545,46978972,61409687,61914946,132227625,70854770
2172,1000193,1,골목상권,왕산로43길,편의점,1,221223621,162153193,59070428,2392022,69044912,59617780,47278610,25267893,17622404,25856461,34317340,32316053,30727720,57061011,40945036
2173,1000191,1,골목상권,왕산로32길,편의점,1,197633568,136809684,60823884,1461443,54819483,65417007,35612056,29131809,11191770,35513522,19253764,18009824,19905704,49791240,55159514
2174,1000190,1,골목상권,약령시로17길,편의점,1,156602392,110337069,46265323,1937834,26190392,46037564,27947289,30685946,23803367,14958452,27398310,15827816,21130769,44083911,33203134
2175,1000189,1,골목상권,서울시립대로4길,편의점,4,421294974,305579869,115715105,3648577,67510326,116109933,129695313,69426963,34903862,36960821,66307131,56034362,56696988,118612793,86682879
2176,1000188,1,골목상권,서울시립대로29길,편의점,4,652034339,468060927,183973412,9494703,249757785,149868389,118339593,79702667,44871202,88562004,74813826,71759544,63174331,176068969,177655665
2177,1000185,1,골목상권,사가정로23가길,편의점,2,264206435,183750314,80456121,6451944,58192379,62305512,57409608,57561605,22285387,23386960,33382691,29136192,40004551,70311803,67984238
2178,1000184,1,골목상권,사가정로13길,편의점,1,213185816,154384353,58801463,3610406,56236678,55615873,53514787,34019681,10188391,22687220,28637307,25774576,23463857,60876306,51746550
2179,1000182,1,골목상권,무학로16길,편의점,2,677036561,503596498,173440063,4688831,176607832,211985666,131717815,115094672,36941745,74556138,100122765,111335960,91788560,172777282,126455856
2180,1000181,1,골목상권,망우로21길,편의점,3,180460840,126685616,53775224,1586458,66467668,43920132,34733480,26134689,7618413,14408836,25336234,20071959,22617910,56847189,41178712
2181,1000180,1,골목상권,망우로18길,편의점,3,339534977,239923818,99611159,2503978,160744201,91471372,30184103,42773854,11857469,46866581,45085643,35521732,36441407,93378350,82241264
2182,1000179,1,골목상권,망우로18가길,편의점,6,851968514,605106667,246861847,4151481,476510625,166802109,89366859,93846616,21290824,107316353,85809474,99606680,92792377,241639912,224803718
2183,1000177,1,골목상권,답십리로69길,편의점,2,183416644,134742433,48674211,2903432,20381339,54085144,58153410,36524131,9566851,14835979,30984411,22706569,27096761,51538704,36254220
2184,1000176,1,골목상권,답십리로68길,편의점,7,2820890819,1942446197,878444622,8684348,659473488,869027372,729954159,355989767,182182243,400325192,307931519,223225543,290600506,792930407,805877652
2185,1000175,1,골목상권,답십리로64길,편의점,2,1604147244,1121374578,482772666,8888744,250843690,492688725,333426813,342353930,175945342,182370743,241667708,167562113,183080439,446494020,382972221
2186,1000174,1,골목상권,답십리로63길,편의점,2,206611286,150380719,56230567,578110,28664093,41536519,53939858,46119697,17651652,25798176,28873515,21749200,29970077,52243625,47976693
2187,1000173,1,골목상권,답십리로60길,편의점,4,652932839,465282310,187650529,6376667,127736892,205074024,148313357,115287763,50144136,65790675,108671661,77794863,80168058,175546894,144960688
2188,1000172,1,골목상권,답십리로56길,편의점,3,128262153,88028891,40233262,3099850,34056473,38579115,20079427,24059189,8388099,16485740,17505221,14354098,14289835,34570535,31056724
2189,1000171,1,골목상권,답십리로23길,편의점,3,658958006,452661317,206296689,6640336,155380011,171545629,152224839,128442170,44725021,63985612,95198560,57260424,75942844,205220994,161349572
2190,1000170,1,골목상권,난계로30길,편의점,1,208360476,153331731,55028745,829212,43836397,60726534,58506285,26191918,14722950,15823791,48744254,33445581,31583791,50838524,27924535
2191,1000169,1,골목상권,경희대로4길,편의점,2,123047750,84247072,38800678,1222807,60491034,26589533,13947949,16226392,4570035,15832493,12870614,16106468,15687781,34405447,28144947
2192,1000168,1,골목상권,경희대로3길,편의점,6,2904824305,2292061594,612762711,18445769,731641278,537299060,609495418,531851912,380573047,172610266,616543318,583862805,529783582,633157681,368866653
2193,1000167,1,골목상권,천호대로129길,편의점,4,737004337,492411395,244592942,11377468,161881963,217956392,171342601,113591665,60854248,59472280,85793982,75897916,105646697,244684144,165509318
2194,1000166,1,골목상권,천호대로123길,편의점,5,324145496,234285343,89860153,2729259,79277704,97224041,59506433,63613431,21794628,38706225,49406885,34767625,43403066,84346067,73515628
2195,1000165,1,골목상권,천호대로109길,편의점,7,1247866500,891173900,356692600,7220426,339170945,362099178,303595810,156305290,79474851,125701088,157667414,136769848,135773602,374899214,317055334
2196,1000164,1,골목상권,자양번영로3길,편의점,3,683139809,467587878,215551931,6325031,160378657,175312910,178058288,114351180,48713743,80034099,91475719,66991625,76485145,183408407,184744814
2197,1000163,1,골목상권,자양로53길,편의점,3,314838078,221530577,93307501,3249191,52630851,90557789,73520851,57641689,37237707,30397286,34576711,38063093,39847288,92183100,79770600
2198,1000162,1,골목상권,자양로50길,편의점,1,231085504,155662879,75422625,1960965,54729470,73567359,48582468,34129281,18115961,25838924,35395841,27228336,27155672,61453839,54012892
2199,1000161,1,골목상권,자양로45길,편의점,3,287565514,201398876,86166638,4568868,66385677,94620246,56361736,42758682,22870305,25875148,35479207,23340541,33043998,85706681,84119939
2200,1000160,1,골목상권,자양로26길,편의점,3,290188566,205750487,84438079,1225831,91162329,108336695,43411975,28617963,17433773,30938678,28857680,27167924,32592599,95156876,75474809
2201,1000158,1,골목상권,자양로11길,편의점,5,2531458249,1760886705,770571544,23822900,541299708,658930486,504630257,574107563,184360743,237994909,314739942,287744307,299638598,785177028,606163465
2202,1000157,1,골목상권,용마산로3길,편의점,2,307097974,205484221,101613753,775827,84325839,123978719,58001920,30617050,9398619,22862373,27897160,26931235,32944265,104725347,91737594
2203,1000156,1,골목상권,용마산로21길,편의점,4,429820172,301973909,127846263,4919537,109226833,99670637,88364136,95600995,32038034,46989465,52689606,44510395,48778063,130240371,106612272
2204,1000155,1,골목상권,아차산로78길,편의점,4,652913362,466096730,186816632,3861023,85498999,167008930,144525231,138009530,86722021,46541444,104591483,87928809,95998540,190820747,127032339
2205,1000154,1,골목상권,아차산로65길,편의점,5,847333770,603672620,243661150,28647557,174665551,201204563,207939931,156267005,24460448,76213060,101476597,143214424,117308092,224686519,184435078
2206,1000153,1,골목상권,아차산로55길,편의점,4,748397808,534738840,213658968,8635792,247848212,238648005,129678349,92108087,31479363,58689566,68061869,72461391,79269811,260456459,209458712
2207,1000152,1,골목상권,아차산로51길,편의점,3,312304245,216964008,95340237,2690594,91756574,101553051,59178032,37399658,19726336,35362780,36337518,32640615,37668967,86353666,83940699
2208,1000150,1,골목상권,면목로17길,편의점,3,238862722,164700917,74161805,377093,62598959,78502140,49751667,31970155,15662708,30210756,36672929,15503452,22918441,64767406,68789738
2209,1000149,1,골목상권,뚝섬로64길,편의점,1,368533333,255140638,113392695,5775750,111531703,114642377,65554844,54973330,16055329,48695599,42629874,39278200,46311970,97998392,93619298
2210,1000148,1,골목상권,뚝섬로58길,편의점,5,482273337,341605690,140667647,6405210,92017849,152497247,104660549,97832182,28860300,43019536,70117872,52793620,63034642,123193322,130114345
2211,1000147,1,골목상권,뚝섬로54길,편의점,4,329249468,219119775,110129693,2239291,72441675,95563736,88929394,43285462,26789910,38969819,39789889,29881337,40411298,91986228,88210897
2212,1000146,1,골목상권,뚝섬로48길,편의점,5,750662246,513229394,237432852,7109808,173082997,224388379,154556771,139168385,46592927,103839167,81128605,68397077,95629629,213320805,188346963
2213,1000145,1,골목상권,뚝섬로24길,편의점,3,464787578,318685817,146101761,2869470,106268971,141150054,107106914,81410429,25981740,63853401,53331072,50818618,52332208,127434777,117017502
2214,1000143,1,골목상권,동일로24길,편의점,5,190972384,132962073,58010311,741689,89634167,57012912,17918723,15768240,9896653,22477012,26278062,17980614,19215079,52371557,52650060
2215,1000142,1,골목상권,동일로18길,편의점,6,838777173,576201140,262576033,3105677,282129872,203693305,147973519,149004672,52870128,102365320,106534385,85311538,95679846,239303803,209582281
2216,1000141,1,골목상권,능동로4길,편의점,4,215711488,147948567,67762921,2519030,36363455,53402405,68311298,38417129,15655258,20530441,23723545,22737120,29389911,67526991,51803480
2217,1000140,1,골목상권,능동로3길,편의점,5,367224174,257199553,110024621,2935517,70346477,118903544,76284288,76390960,22363388,35132118,43969368,37216474,48655986,118776251,83473977
2218,1000139,1,골목상권,능동로34길,편의점,5,617364516,409012316,208352200,1753377,155821655,240643762,115006090,67514322,28851933,59258708,63246896,62891051,94353838,192917131,144696892
2219,1000138,1,골목상권,능동로19길,편의점,3,493557685,340184085,153373600,6166380,267861801,109014926,47421516,48096266,11793456,40819519,58036161,46705254,52692325,162391022,132913404
2220,1000137,1,골목상권,능동로13길,편의점,4,124338364,84843125,39495239,986074,76057559,30090200,6557656,8219941,2426934,19231207,8078168,9847231,13495240,35809811,37876707
2221,1000136,1,골목상권,긴고랑로9길,편의점,3,255400213,178039860,77360353,2465481,61563645,81709647,55544004,38601472,15515964,19093697,30771939,28815391,30571313,80717424,65430449
2222,1000135,1,골목상권,긴고랑로8길,편의점,2,365002810,250191537,114811273,1426274,100694638,116556788,77151606,52720102,16453402,41751995,47276107,42768275,36646691,97570367,98989375
2223,1000134,1,골목상권,긴고랑로7길,편의점,5,2777717631,1968716983,809000648,6159368,535257375,764354220,808218497,493572677,170155494,349649049,338455067,206732890,299488457,853352938,730039230
2224,1000133,1,골목상권,긴고랑로20길,편의점,5,336617095,240071352,96545743,1622366,86311678,109745464,69309101,52931889,16696597,33950184,39195411,34065153,43355304,106001984,80049059
2225,1000132,1,골목상권,광나루로52길,편의점,6,631734877,432187426,199547451,24820897,165933062,149946483,133451562,120276088,37306785,67060437,77417038,72100636,77519690,194177055,143460021
2226,1000131,1,골목상권,광나루로40길,편의점,3,244978662,175667105,69311557,1451887,75516500,84220379,42453521,30873258,10463117,19040369,32953253,29613360,33836436,70676977,58858267
2227,1000130,1,골목상권,광나루로37길,편의점,1,202650358,140057017,62593341,1894712,45824103,61460606,39664178,36066605,17740154,28091317,32241295,25772874,24291949,55995835,36257088
2228,1000129,1,골목상권,광나루로36길,편의점,4,1293160092,915862800,377297292,14615772,335238554,368800137,289594001,204012041,80899587,137953082,194918723,143107974,156415198,356231715,304533400
2229,1000128,1,골목상권,광나루로24길,편의점,6,1017158173,738813025,278345148,7381381,564326917,189046855,87224394,90118568,53664925,124447747,118218179,125963521,122970274,282508685,243049767
2230,1000127,1,골목상권,광나루로12길,편의점,7,2529376544,1750332455,779044089,18487992,1247694140,654489083,279387850,253842708,75474771,385042532,210802347,185577627,221930632,711506460,814516946
2231,1000126,1,골목상권,한림말길,편의점,2,103760429,73654219,30106210,313904,19287418,29003949,21792949,16068061,11090751,10991472,14215291,12231703,14732049,28191123,23398791
2232,1000125,1,골목상권,한림말3길,편의점,4,576372476,415719039,160653437,3088944,101342488,175305255,137864212,107137153,45964685,37421506,73358897,66179779,73720375,179641534,146050385
2233,1000124,1,골목상권,청계천로10나길,편의점,2,973873435,758264716,215608719,3995968,196679847,241629315,252156911,122061408,68752943,90226680,169884816,147239435,132322262,232230031,201970211
2234,1000123,1,골목상권,장터길,편의점,6,557489852,387775672,169714180,6318921,114929677,166146509,113448982,91112395,65533368,58208620,79088403,56134187,72606228,162914094,128538320
2235,1000121,1,골목상권,용답29길,편의점,3,181600310,132783581,48816729,534945,59584950,44688926,27359755,33950146,12429703,21629145,26664468,22725845,24589199,51571326,34420327
2236,1000120,1,골목상권,왕십리로6길,편의점,6,932506293,791021250,141485043,4008001,233104647,335176550,200258911,108078403,35136648,40626152,224313667,171778111,122650111,222937635,150200617
2237,1000119,1,골목상권,왕십리로31길,편의점,3,246787427,178867197,67920230,2068811,67223918,62565166,53101758,37182767,24645007,27796502,37398683,32748201,28584224,63870247,56389570
2238,1000118,1,골목상권,왕십리로26길,편의점,5,1127589530,810133418,317456112,14939796,381268071,272837637,218658677,170498654,69386695,136241371,141983220,129102863,140393847,283540230,296327999
2239,1000117,1,골목상권,왕십리로21길,편의점,1,308048033,205185523,102862510,4961229,69705957,81351623,86922098,39762346,25344780,37680466,25943613,25089764,34057130,76218667,109058393
2240,1000116,1,골목상권,왕십리로14길,편의점,6,803066762,650737080,152329682,8975379,199111958,231627569,163240275,102773298,68215328,52194144,161560339,143625600,116252272,194196196,135238211
2241,1000115,1,골목상권,아차산로5길,편의점,5,222061972,198496413,23565559,883102,47488478,66982307,52532391,32675635,9574089,5327387,61471701,50808882,35359854,50446612,18647536
2242,1000114,1,골목상권,아차산로15길,편의점,8,2130646145,1844003489,286642656,2293271,538710184,756356809,398806386,221557861,81003276,104829289,547734810,537103186,299538279,429594873,211845708
2243,1000113,1,골목상권,아차산로11길,편의점,6,941048220,817938370,123109850,3205414,180374243,264769533,237026110,122343516,72615575,36174318,313518091,178663650,119775555,194116327,98800279
2244,1000112,1,골목상권,송정4가길,편의점,2,172726798,129067860,43658938,383132,28245119,46775655,39112356,47969237,10241299,17729767,27002068,23571353,19891857,55338131,29193622
2245,1000111,1,골목상권,송정12라길,편의점,3,709601839,486659335,222942504,7451358,171747813,165715890,121850833,167042885,75793060,106398491,76983798,72253027,89495491,187630385,176840647
2246,1000110,1,골목상권,성수일로6길,편의점,7,1392881970,1156470719,236411251,7110290,394860832,407197132,244322977,164012252,70808986,57900612,356714276,252585024,200520195,320435478,204726385
2247,1000109,1,골목상권,성수이로7길,편의점,2,489833532,361249396,128584136,257932,166278631,126857539,98245136,75814847,22379447,29092448,88631893,53648358,56493476,152931996,109035361
2248,1000107,1,골목상권,성덕정길,편의점,1,113226494,86344888,26881606,232207,17841301,25582660,41932840,21589912,6047574,0,18862431,21117449,19608163,36920791,16717660
2249,1000106,1,골목상권,성덕정17길,편의점,3,1593504136,1105217107,488287029,3223768,316786008,423301095,337844965,292928878,219419422,151080369,220225688,191636446,204638709,494907529,331015395
2250,1000105,1,골목상권,서울숲2길,편의점,4,567381751,401861495,165520256,6219813,139718719,152988416,114493620,82007353,36132632,30605452,88629230,104055967,85035652,149321891,109733559
2251,1000104,1,골목상권,상원길,편의점,7,1485424861,1147471604,337953257,21367586,343081784,411750483,335017188,243409263,106964046,127922870,268368832,233344052,191731218,389906501,274151388
2252,1000102,1,골목상권,사근동길,편의점,5,303676425,216574643,87101782,6959273,187609014,46109830,29136147,22693898,11168263,36017149,28633747,35973519,32309858,86290230,84451922
2253,1000101,1,골목상권,무학봉길,편의점,2,253369981,183704059,69665922,23280813,45948177,73664148,31068185,48633731,30774927,34779420,34255627,23068378,33205092,59151203,68910261
2254,1000099,1,골목상권,무학로6길,편의점,1,241404614,173300403,68104211,1879317,48224149,73819004,42708332,57734844,17038968,39658239,35581159,29705540,22374595,58346171,55738910
2255,1000098,1,골목상권,무수막길,편의점,2,468379304,338038693,130340611,7850832,96665174,141296739,101847754,96365536,24353269,35998954,69748871,53868964,63931783,141292475,103538257
2256,1000097,1,골목상권,매봉길,편의점,2,5463000000,3897974623,1565025377,56440847,857952693,1949801650,1394710405,843935394,356770348,359357498,696545200,660366090,782766387,1707473067,1256491758
2257,1000096,1,골목상권,마조로1길,편의점,4,264962758,186143819,78818939,3968448,163610716,55686304,18733561,15780762,7182967,32603199,30735276,25391381,28444919,68286111,79501872
2258,1000094,1,골목상권,마장로39길,편의점,2,702740966,520561914,182179052,5288174,109009021,221591359,199019606,105721396,62111410,54018422,103675804,83474271,86475792,206962852,168133825
2259,1000092,1,골목상권,뚝섬로5길,편의점,4,839492243,619581257,219910986,3228638,213419934,290640100,157600309,98976831,34696638,78569077,120520946,112705082,109869607,226370198,191457333
2260,1000091,1,골목상권,둘레9길,편의점,3,459734775,323224689,136510086,1818386,90807414,165923432,111250343,52188731,37746469,56740487,53932918,49429645,57943434,136689991,104998300
2261,1000090,1,골목상권,금호산길,편의점,3,163301375,115497540,47803835,2215662,38699955,46435608,32557006,33370131,10023013,24883904,18757932,17333841,20497877,48167977,33659844
2262,1000087,1,골목상권,후암로28길,편의점,3,422185773,292702597,129483176,2367486,86650247,135084866,87790700,85471534,24820940,39492258,43678254,54206508,53119089,126447693,105241971
2263,1000086,1,골목상권,효창원로39길,편의점,3,74655243,51815485,22839758,738108,14367746,27393793,16129937,9949158,6076501,9216927,5962408,7892287,8646608,19107713,23829300
2264,1000085,1,골목상권,회나무로13길,편의점,3,218020166,146835355,71184811,1310869,70536614,74050447,37734665,24291162,10096409,41068163,19600070,19486467,22907530,57097227,57860709
2265,1000081,1,골목상권,한강대로62길,편의점,2,186948681,134105270,52843411,40112,51205578,58543706,46416885,20220755,10521645,12677821,23669594,21953860,20571739,59545031,48530636
2266,1000080,1,골목상권,한강대로52길,편의점,3,257236742,200807806,56428936,308741,51195303,84779916,69223417,32455015,19274350,12917860,45677272,40272119,37703623,70659239,50006629
2267,1000079,1,골목상권,한강대로43길,편의점,4,2066310326,1655754202,410556124,18994155,476837724,612092154,498614741,276888614,74565437,116303003,381037337,282481927,258556871,603091784,424839404
2268,1000078,1,골목상권,한강대로15길,편의점,3,370663133,299893065,70770068,1269647,70599863,98706152,124504871,41688246,19860056,17837664,55560760,79911733,56970848,92506513,67875615
2269,1000077,1,골목상권,한강대로104길,편의점,9,715715133,523746960,191968173,5604400,170131425,212032249,153062122,140076144,32067117,59970296,98114433,88658176,86435437,213840089,168696702
2270,1000076,1,골목상권,청파로73길,편의점,7,198179628,136636231,61543397,1734968,48484180,59837443,40790043,38528900,8804094,29288384,21835084,23890909,26701057,51369293,45094901
2271,1000075,1,골목상권,청파로71길,편의점,3,335683399,230365940,105317459,2312978,88693496,107649421,73049449,41580625,22397430,37866797,31533835,39049227,38282609,100166732,88784199
2272,1000074,1,골목상권,청파로47나길,편의점,5,125885414,86060300,39825114,1108497,48692693,34662091,17757198,16936896,6728039,13623336,12515441,12004124,14420114,40713566,32608833
2273,1000073,1,골목상권,청파로47길,편의점,4,325201229,248144981,77056248,4127946,154737286,70875453,40785302,29465913,21298764,22523291,48143728,53491726,48230180,88817005,63995299
2274,1000072,1,골목상권,장문로45길,편의점,5,1050045926,723187856,326858070,6563429,232719467,350095077,230914797,129597959,100155197,154053043,89774872,87790779,116956034,291335920,310135278
2275,1000071,1,골목상권,이태원로54길,편의점,3,227382809,164398661,62984148,752064,62840618,92166048,40297365,19043388,12283326,11385182,34506450,57149456,34334983,50011947,39994791
2276,1000070,1,골목상권,이태원로27길,편의점,3,451172479,288082244,163090235,3655701,168651940,147614628,52794429,33769956,15101834,52036833,38107278,41324656,51343003,130249072,138111637
2277,1000069,1,골목상권,이촌로22길,편의점,2,683593224,460533199,223060025,5102506,68414305,201651042,226060700,122625612,59739059,40412313,89625905,88193004,98281559,217169295,149911148
2278,1000068,1,골목상권,원효로89길,편의점,3,1217851515,916828094,301023421,24717281,267936648,392458178,172708902,184921752,175108754,83326058,164530326,179156675,223124645,334344597,233369214
2279,1000067,1,골목상권,원효로53길,편의점,2,393276046,295981518,97294528,4240955,73575070,79714938,99335636,93600063,27408642,43408850,63682310,52693205,42484233,100896095,90111353
2280,1000066,1,골목상권,원효로41길,편의점,4,81630258,58300745,23329513,510937,13720105,32213834,17665049,14934740,2585593,11009627,8544627,9308447,10494785,27472873,14799899
2281,1000065,1,골목상권,원효로19길,편의점,4,919448261,685742836,233705425,11067853,162340729,236326769,229912395,165770838,56069028,57262810,165842647,143780959,128194824,250792488,173574533
2282,1000064,1,골목상권,우사단로4길,편의점,2,258388247,178379834,80008413,2220753,77434796,80437881,56535933,31575137,10183747,44018584,20539944,18732759,23244486,75447295,76405179
2283,1000061,1,골목상권,신흥로20길,편의점,4,277172206,175325274,101846932,1698621,71470871,93154629,46548080,46644545,17655460,18878002,26030274,34594221,33672090,92288290,71709329
2284,1000060,1,골목상권,소월로20길,편의점,6,139162727,97016883,42145844,956098,41518955,51240749,16627825,16956575,11862525,17640248,15122992,12052756,14921136,41679041,37746554
2285,1000058,1,골목상권,백범로90길,편의점,4,151062810,108550049,42512761,723637,26276452,55069756,27798656,27051374,11234382,11935748,21039785,14808634,22394370,44831552,36052721
2286,1000057,1,골목상권,백범로79길,편의점,4,115247579,86080649,29166930,1101544,23456540,36006126,23797580,19954472,8458854,10340096,16833275,14466394,16106599,28303889,29197326
2287,1000056,1,골목상권,두텁바위로1길,편의점,2,301167012,231055216,70111796,2530127,86216535,85151988,66295469,31245017,12304887,24561339,56334043,41530093,40091845,82870740,55778952
2288,1000055,1,골목상권,대사관로34길,편의점,1,124048951,91360755,32688196,690342,27312245,40501107,22537684,21818328,8032434,12582204,17407052,17062400,16339918,32762791,27894586
2289,1000054,1,골목상권,녹사평대로46길,편의점,3,805310870,541391003,263919867,5840551,260703347,289094734,145956255,59066341,44649642,86573822,59744432,77832174,113720681,253765126,213674635
2290,1000053,1,골목상권,녹사평대로40나길,편의점,1,192062995,123918826,68144169,1627607,67345830,62210824,34122466,13039139,4332719,22451693,10678221,18457444,23378005,64509161,52588471
2291,1000052,1,골목상권,녹사평대로32길,편의점,2,595422591,387075527,208347064,8284306,207994868,191573191,65178090,78989680,32808973,68329187,48931119,64443125,81358648,165985985,166374527
