,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구
1026,1000469,2,골목상권,동교로27길,914483,85491,243873,205546,151391,87301,140881
1027,1000468,2,골목상권,동교로25길,450555,43310,115879,99518,78911,45632,67306
1028,1000467,2,골목상권,동교로19길,606652,67727,125929,131968,115265,70506,95256
1029,1000466,2,골목상권,동교로17길,489621,49084,99679,109399,96966,57885,76608
1030,1000465,2,골목상권,독막로8길,318837,28982,85562,84669,51167,28999,39459
1031,1000464,2,골목상권,독막로32길,561487,91533,84777,92043,94250,81170,117714
1032,1000463,2,골목상권,독막로22길,377575,79932,49235,61227,64320,50255,72607
1033,1000462,2,골목상권,도화길,616597,69520,91778,124331,111625,96350,122993
1034,1000461,2,골목상권,도화4길,473864,87415,57815,76298,79043,70314,102980
1035,1000460,2,골목상권,대흥로28길,535532,51378,177284,81021,74704,66696,84448
1036,1000459,2,골목상권,대흥로21길,1076086,111966,344389,173336,150892,125319,170185
1037,1000458,2,골목상권,광성로6길,689125,107322,163630,110658,104151,76545,126819
1038,1000457,2,골목상권,홍제내길,750185,150022,98246,91543,113906,105206,191263
1039,1000456,2,골목상권,홍연길,831914,104442,108381,125338,149458,124592,219706
1040,1000455,2,골목상권,통일로39길,903601,129293,125574,111881,120475,147946,268430
1041,1000454,2,골목상권,통일로37길,393242,50221,54868,50462,55613,66616,115461
1042,1000453,2,골목상권,통일로11길,268011,39824,31859,40802,49998,42330,63199
1043,1000452,2,골목상권,충정로6길,289885,19172,45048,74637,69687,44070,37272
1044,1000451,2,골목상권,충정로4길,370214,24034,59017,85244,76674,58071,67175
1045,1000450,2,골목상권,증가로6길,735443,105381,134904,104347,109334,104725,176756
1046,1000449,2,골목상권,증가로23나길,1979161,324518,249482,287655,305658,294548,517301
1047,1000448,2,골목상권,증가로20가길,934400,159294,183666,135062,131768,125248,199361
1048,1000447,2,골목상권,증가로10길,879129,138421,220925,117348,125781,110682,165974
1049,1000446,2,골목상권,응암로1길,830165,120066,102472,118370,136430,121016,231811
1050,1000445,2,골목상권,연희로10길,614510,40971,275230,97537,53490,54454,92828
1051,1000444,2,골목상권,신촌로37길,1759368,210058,258735,363538,342884,265853,318301
1052,1000443,2,골목상권,수색로8길,766367,139154,89090,103040,123703,114667,196712
1053,1000442,2,골목상권,세무서길,1012084,147806,122771,117540,137246,171446,315276
1054,1000441,2,골목상권,세무서2길,520997,81364,73771,75848,70792,87669,131553
1055,1000440,2,골목상권,세검정로1길,423137,70533,45438,61092,66078,68490,111508
1056,1000439,2,골목상권,북아현로4길,5452642,562746,882909,1250645,1174754,807192,774395
1057,1000438,2,골목상권,모래내로15길,425430,88745,40389,69595,78455,59067,89179
1058,1000437,2,골목상권,명지대길,657656,110205,190226,83809,81982,85401,106034
1059,1000436,2,골목상권,독립문로8길,1497323,282529,185750,221904,250158,228695,328286
1060,1000435,2,골목상권,가재울로6길,661265,81393,105942,107534,103490,98938,163970
1061,1000434,2,골목상권,통일로92길,1087137,132246,175091,171514,147730,175472,285086
1062,1000433,2,골목상권,통일로87길,1046111,114202,178669,161960,155805,167009,268465
1063,1000432,2,골목상권,통일로78길,575194,76144,85430,80815,78659,88713,165432
1064,1000431,2,골목상권,통일로69길,239576,28389,32241,40814,35861,38478,63792
1065,1000430,2,골목상권,진흥로1길,1393129,196308,187021,223675,245154,221839,319133
1066,1000429,2,골목상권,진흥로12길,1248682,125034,171711,200487,176454,208244,366753
1067,1000428,2,골목상권,증산서길,304526,41566,36645,44920,46137,53739,81518
1068,1000427,2,골목상권,증산로9길,473851,71056,61548,69682,76803,68794,125968
1069,1000426,2,골목상권,증산로5길,640939,97989,85675,97141,101766,96291,162076
1070,1000425,2,골목상권,증산로21길,1216619,166263,171468,191034,196253,184528,307073
1071,1000424,2,골목상권,증산로17길,477070,73343,58699,66219,71792,72874,134142
1072,1000423,2,골목상권,증산로15길,333993,69492,36355,44859,50069,46649,86572
1073,1000422,2,골목상권,증산로13길,750567,107891,101854,103958,108615,121392,206858
1074,1000421,2,골목상권,응암로34길,676880,138557,65594,114658,124101,85018,148952
1075,1000420,2,골목상권,응암로22길,704447,117365,72189,126533,129906,93334,165120
1076,1000419,2,골목상권,응암로14길,1552144,248561,152629,317685,305764,197636,329870
1077,1000418,2,골목상권,응암로13길,451669,39480,64403,74882,73607,74919,124379
1078,1000417,2,골목상권,응암로12길,506286,81499,58243,69618,77772,82156,136997
1079,1000416,2,골목상권,은평로8길,1393733,268932,158606,247921,268371,165108,284794
1080,1000415,2,골목상권,은평로3길,603106,94078,86082,93804,95066,86947,147131
1081,1000414,2,골목상권,은평로20길,327040,56621,37582,61905,53648,47576,69707
1082,1000413,2,골목상권,은평로13길,605110,86311,80829,94574,100511,88356,154530
1083,1000412,2,골목상권,은평로10길,887537,152016,104460,142353,148585,123802,216320
1084,1000411,2,골목상권,연서로5길,708631,141366,83300,94104,120833,104193,164837
1085,1000410,2,골목상권,연서로41길,1257024,189525,152109,167790,184639,200730,362230
1086,1000409,2,골목상권,연서로3길,929242,199119,112001,126708,146123,126691,218599
1087,1000408,2,골목상권,연서로34길,604492,90337,75324,77232,92264,92508,176825
1088,1000407,2,골목상권,연서로33길,611313,86496,73172,85116,82698,96611,187221
1089,1000406,2,골목상권,연서로29길,741926,104564,132733,107000,109571,113146,174912
1090,1000405,2,골목상권,연서로28길,958940,102969,194538,158620,131394,138668,232751
1091,1000404,2,골목상권,연서로27길,383750,63348,72507,57347,61087,55434,74025
1092,1000403,2,골목상권,연서로21길,1013258,140989,151158,141111,173144,148805,258051
1093,1000402,2,골목상권,연서로17길,734744,114346,104073,101890,123924,107737,182773
1094,1000401,2,골목상권,연서로16길,1356480,214726,177610,213892,208755,191867,349629
1095,1000400,2,골목상권,연서로13길,610294,129116,77210,75765,95608,92667,139928
1096,1000399,2,골목상권,연서로11길,836027,199885,107522,107273,134760,116880,169711
1097,1000398,2,골목상권,역말로9길,892017,147204,127325,145273,136067,122677,213470
1098,1000397,2,골목상권,수색로18길,356858,35175,41172,58760,56509,63507,101736
1099,1000396,2,골목상권,서오릉로8길,253726,29195,29453,42690,39978,43250,69159
1100,1000395,2,골목상권,서오릉로21길,962725,184227,100648,118986,142630,143597,272636
1101,1000394,2,골목상권,불광천길,1175632,150450,139541,201129,220591,167555,296367
1102,1000393,2,골목상권,갈현로7길,799181,144847,92497,108373,127280,124460,201723
1103,1000392,2,골목상권,갈현로41길,514531,55573,72766,67816,74775,80718,162884
1104,1000391,2,골목상권,갈현로33길,962797,228938,124996,118684,141934,137510,210734
1105,1000390,2,골목상권,갈현로1길,810722,154571,95946,124962,122519,124407,188315
1106,1000389,2,골목상권,가좌로7길,907433,151956,137274,124103,125621,132687,235793
1107,1000388,2,골목상권,한글비석로44길,1248881,207350,150581,131935,181393,203210,374412
1108,1000387,2,골목상권,한글비석로24길,787800,117942,89345,90875,112620,123536,253482
1109,1000386,2,골목상권,한글비석로22길,541659,98868,67110,56292,83276,94472,141641
1110,1000385,2,골목상권,석계로1길,624893,82018,100458,79099,98431,86528,178361
1111,1000384,2,골목상권,상계로9가길,2259545,340711,273675,249202,318577,393079,684297
1112,1000383,2,골목상권,상계로1길,1215688,216816,249988,159258,164983,178807,245835
1113,1000382,2,골목상권,상계로12길,1094965,176284,151202,117500,164901,187447,297631
1114,1000381,2,골목상권,동일로242길,489531,85562,56450,52943,60202,85365,149006
1115,1000380,2,골목상권,동일로192길,1048178,154655,302602,133260,120472,119342,217847
1116,1000379,2,골목상권,동일로173가길,1012347,128864,146050,153374,161694,160116,262249
1117,1000378,2,골목상권,공릉로58길,267998,57649,63840,22860,33904,38000,51746
1118,1000377,2,골목상권,해등로16길,515357,88298,70875,73923,75686,78156,128417
1119,1000376,2,골목상권,우이천로4다길,660396,103551,79002,70232,103662,111571,192376
1120,1000375,2,골목상권,우이천로32길,552487,113901,71026,64730,83142,77398,142292
1121,1000374,2,골목상권,시루봉로23길,475418,53820,53419,54826,68972,82859,161524
1122,1000373,2,골목상권,삼양로144길,369957,50987,69558,43967,54771,51011,99664
1123,1000372,2,골목상권,방학로6가길,389287,46307,40789,49947,55063,72287,124894
1124,1000371,2,골목상권,방학로5길,1088240,148108,143857,153133,155372,173106,314664
1125,1000370,2,골목상권,방학로15길,331282,66666,33125,34047,50490,51707,95245
1126,1000369,2,골목상권,방학로10길,391146,56323,43570,45782,55256,66653,123562
1127,1000368,2,골목상권,도봉산길,226512,25981,22601,23926,30210,38391,85403
1128,1000367,2,골목상권,도봉산4길,15711,0,559,520,788,4230,9617
1129,1000366,2,골목상권,도봉로181길,432549,62807,41034,47469,58139,69601,153498
1130,1000365,2,골목상권,도봉로169나길,337944,36027,39155,41990,46688,59165,114920
1131,1000364,2,골목상권,도봉로156길,248537,31989,29963,32539,35593,40972,77480
1132,1000363,2,골목상권,도봉로152가길,158495,15976,19570,22154,23679,28244,48871
1133,1000362,2,골목상권,도봉로147길,1108851,134117,126702,150561,152802,199498,345171
1134,1000361,2,골목상권,도봉로143길,430615,58967,48552,56884,60910,75108,130195
1135,1000360,2,골목상권,도봉로114길,2330322,290686,313825,324198,350755,373568,677292
1136,1000359,2,골목상권,도봉로109길,803960,99345,112066,119624,111649,125012,236264
1137,1000358,2,골목상권,도당로29길,485662,51151,64243,54861,69507,81432,164467
1138,1000357,2,골목상권,도당로19길,1076698,136090,125874,115318,148899,186832,363686
1139,1000356,2,골목상권,도당로13바길,628679,91788,65091,78237,93798,108742,191023
1140,1000355,2,골목상권,도당로13가길,247679,31471,25838,28628,36510,44795,80435
1141,1000354,2,골목상권,덕릉로60길,686002,111302,81155,73161,108413,111898,200074
1142,1000353,2,골목상권,노해로63다길,500201,80827,72503,67970,74822,76493,127585
1143,1000352,2,골목상권,노해로60길,985944,112708,176663,143636,142390,156822,253725
1144,1000351,2,골목상권,한천로140길,978324,91153,175005,146141,141222,161982,262822
1145,1000350,2,골목상권,한천로139가길,703698,67479,129605,101408,105676,116407,183125
1146,1000349,2,골목상권,한천로132길,973619,88105,175151,147799,146856,160178,255531
1147,1000348,2,골목상권,한천로130길,1111681,163834,147671,142810,177016,174963,305391
1148,1000347,2,골목상권,한천로124나길,918597,124542,131637,124022,153299,137894,247204
1149,1000346,2,골목상권,한천로109길,736705,112120,77647,72084,108262,116983,249609
1150,1000345,2,골목상권,인수봉로79길,396425,80641,47403,42221,57980,59137,109043
1151,1000344,2,골목상권,인수봉로72길,935447,166576,112757,112700,132493,140152,270770
1152,1000343,2,골목상권,인수봉로56길,489528,81025,58814,61158,65968,78103,144460
1153,1000342,2,골목상권,오패산로67길,818405,56648,174319,128420,128382,129454,201184
1154,1000341,2,골목상권,오패산로52길,1084080,167804,139256,126786,150660,168456,331118
1155,1000340,2,골목상권,오패산로30길,341711,44034,49413,48850,50550,51566,97298
1156,1000339,2,골목상권,수유로12길,1224695,150065,195189,161129,156130,211657,350523
1157,1000338,2,골목상권,솔샘로65길,922336,134547,107489,117110,136605,168277,258307
1158,1000337,2,골목상권,솔매로50길,996455,149734,130900,130779,151618,165025,268399
1159,1000336,2,골목상권,솔매로45길,520982,54457,74274,61435,68385,96193,166238
1160,1000335,2,골목상권,솔매로41길,488379,55887,77164,60231,69317,85230,140549
1161,1000334,2,골목상권,삼양로93길,485458,79549,59146,61897,63169,76157,145541
1162,1000333,2,골목상권,삼양로77길,588950,79246,75965,71065,80336,98317,184021
1163,1000332,2,골목상권,삼양로54길,652486,83577,76165,87858,94055,105856,204976
1164,1000331,2,골목상권,삼양로41길,1203997,162307,127081,151186,177134,195972,390319
1165,1000330,2,골목상권,삼양로27길,424657,71377,38952,52343,74852,67425,119709
1166,1000329,2,골목상권,삼양로24길,1370461,202140,136571,162054,199072,228170,442453
1167,1000328,2,골목상권,삼양로20길,738231,151799,79139,79893,119938,115600,191862
1168,1000327,2,골목상권,삼각산로28길,651097,60332,123903,100140,98293,102677,165751
1169,1000326,2,골목상권,도봉로99길,809944,106298,126601,116923,114112,123684,222326
1170,1000325,2,골목상권,도봉로8길,213761,33191,29449,29261,32869,35425,53567
1171,1000324,2,골목상권,도봉로76길,978301,73130,217372,143179,143132,151988,249501
1172,1000323,2,골목상권,도봉로67길,481738,52764,62133,55910,64848,87392,158693
1173,1000322,2,골목상권,도봉로45길,868750,96459,125259,105084,124635,156445,260867
1174,1000321,2,골목상권,도봉로18길,1021717,139121,126577,122553,158998,174998,299472
1175,1000320,2,골목상권,도봉로13길,979895,136630,115361,105266,149108,160522,313009
1176,1000319,2,골목상권,덕릉로41길,661439,61927,122188,100190,109859,100219,167055
1177,1000318,2,골목상권,덕릉로40길,400076,49660,54145,51227,64411,66016,114616
1178,1000317,2,골목상권,노해로33길,412253,71926,49673,50843,59442,61629,118741
1179,1000316,2,골목상권,노해로23길,276243,43368,33875,32699,41989,43576,80738
1180,1000315,2,골목상권,노해로17길,494258,60297,83672,65782,72138,80359,132011
1181,1000314,2,골목상권,화랑로40길,387497,49942,72554,56192,54164,65905,88738
1182,1000313,2,골목상권,화랑로32길,906520,124964,168119,111423,138198,125496,238318
1183,1000312,2,골목상권,화랑로1길,1109580,237553,132325,154758,174481,156876,253588
1184,1000311,2,골목상권,화랑로19길,752363,104234,109702,112112,107774,116399,202142
1185,1000310,2,골목상권,화랑로14길,633560,93864,110839,99199,96577,95563,137517
1186,1000309,2,골목상권,화랑로13길,400474,65959,82667,55861,56020,62015,77952
1187,1000308,2,골목상권,한천로76길,314542,44432,47737,43892,45163,51846,81473
1188,1000307,2,골목상권,한천로101가길,626285,118239,66705,105142,111192,86932,138075
1189,1000306,2,골목상권,창경궁로43길,393928,51787,74376,63768,61282,53448,89267
1190,1000305,2,골목상권,지봉로20길,695880,86349,121301,107298,100291,109791,170852
1191,1000304,2,골목상권,종암로5길,573094,73925,197421,78638,59352,62090,101671
1192,1000303,2,골목상권,종암로24가길,411968,69709,58916,60434,66844,59919,96145
1193,1000302,2,골목상권,종암로21길,657521,119569,83903,95739,107365,103048,147897
1194,1000301,2,골목상권,종암로19길,714986,138390,98836,86601,108225,110031,172903
1195,1000300,2,골목상권,종암로16길,1209846,211091,164645,151186,191072,183631,308221
1196,1000299,2,골목상권,정릉로8길,86149,11592,22240,14050,8722,9660,19885
1197,1000298,2,골목상권,정릉로27길,469837,82419,69569,73072,69930,61045,113804
1198,1000297,2,골목상권,정릉로26길,305419,47659,40967,44418,47322,45402,79650
1199,1000296,2,골목상권,장위로50길,301800,35858,47264,42388,43260,48613,84418
1200,1000295,2,골목상권,장월로1길,984524,143958,207627,140343,130240,141884,220470
1201,1000294,2,골목상권,인촌로6길,433358,48347,81221,65475,57850,69646,110820
1202,1000293,2,골목상권,인촌로5길,483831,55008,158028,68600,59284,57420,85493
1203,1000292,2,골목상권,인촌로24길,586425,70800,290525,69579,48653,46732,60134
1204,1000291,2,골목상권,개운사길,405657,67704,175305,49299,31321,32005,50022
1205,1000290,2,골목상권,인촌로1길,495520,58698,117564,78273,67276,70563,103148
1206,1000289,2,골목상권,인촌로17가길,488105,71160,144989,64687,53989,55813,97467
1207,1000288,2,골목상권,오패산로4길,888580,136489,139126,124426,137905,142993,207642
1208,1000287,2,골목상권,오패산로3길,1371641,302901,143313,176645,209952,196958,341872
1209,1000286,2,골목상권,오패산로19길,403961,79228,47181,51351,61614,60908,103680
1210,1000285,2,골목상권,안암로5길,593515,69307,135182,88910,79070,89714,131331
1211,1000284,2,골목상권,아리랑로4길,789007,128349,172373,124245,124831,95642,143568
1212,1000283,2,골목상권,솔샘로6길,355596,46138,91435,43901,40292,45444,88388
1213,1000282,2,골목상권,성북로8길,258938,43372,38616,41996,38448,36264,60243
1214,1000281,2,골목상권,삼양로8길,453164,89297,47100,58758,80533,69927,107550
1215,1000280,2,골목상권,삼선교로16가길,388343,83426,65047,54108,62217,54283,69262
1216,1000279,2,골목상권,삼선교로10다길,461463,61034,95143,67069,69518,65392,103308
1217,1000278,2,골목상권,삼선교로10길,761897,113877,156161,118762,115998,100383,156716
1218,1000277,2,골목상권,보문로32길,1007812,134650,321461,151726,127092,110430,162455
1219,1000276,2,골목상권,보문로31길,751477,92602,168428,135386,111836,111598,131628
1220,1000275,2,골목상권,보문로26길,317706,40332,93654,43919,36185,38308,65307
1221,1000274,2,골목상권,보문로13길,885092,121108,134285,136332,128546,148668,216153
1222,1000273,2,골목상권,보국문로16길,538779,70241,99199,71441,76152,74689,147057
1223,1000272,2,골목상권,동소문로6길,162509,22566,35162,26163,24069,23214,31335
1224,1000271,2,골목상권,동소문로2길,227688,35454,44842,34879,34582,33203,44727
1225,1000270,2,골목상권,동소문로26가길,1253417,200497,338795,184179,162531,138258,229156
1226,1000269,2,골목상권,동소문로15길,434587,83443,105427,64758,59771,50953,70233
